District_name,Week_day,Month,Time,Sex,Age,Day,Holiday,Time_segment,Number of victims,Slightly injured,Severely injured,Weekend Exit,Season,Density,Weekend Return,Number of accidents by time segment
Eixample,Sunday,1,19,Man,32,2021-01-17,Yes,Afternoon,0,0,1,False,Winter,1,Yes,1
Sarrià-Sant Gervasi,Sunday,1,22,Man,33,2021-01-17,Yes,Leisure,0,0,1,False,Winter,0,Yes,1
Sant Martí,Monday,1,7,Man,18,2021-01-18,No,Work Entrance,0,0,1,False,Winter,1,No,2
Sant Martí,Monday,1,8,Man,36,2021-01-18,No,Work Entrance,0,0,1,False,Winter,2,No,2
Sants-Montjuïc,Monday,1,10,Man,59,2021-01-18,No,Morning,0,0,1,False,Winter,1,No,6
Horta-Guinardó,Monday,1,10,Man,51,2021-01-18,No,Morning,0,1,0,False,Winter,1,No,6
Eixample,Monday,1,11,Man,79,2021-01-18,No,Morning,0,0,1,False,Winter,1,No,6
Ciutat Vella,Monday,1,12,Woman,50,2021-01-18,No,Morning,0,0,1,False,Winter,1,No,6
Eixample,Monday,1,13,Man,28,2021-01-18,No,Morning,0,0,1,False,Winter,1,No,6
Eixample,Monday,1,13,Man,67,2021-01-18,No,Morning,0,0,1,False,Winter,1,No,6
Les Corts,Monday,1,14,Woman,47,2021-01-18,No,Work Departure,0,1,0,False,Winter,1,No,2
Eixample,Monday,1,16,Woman,27,2021-01-18,No,Work Departure,0,1,0,False,Winter,1,No,2
Desconegut,Monday,1,21,Woman,52,2021-01-18,No,Afternoon,0,0,1,False,Winter,1,No,1
Sant Martí,Monday,1,22,Man,43,2021-01-18,No,Leisure,0,0,1,False,Winter,0,No,1
Sant Martí,Tuesday,1,7,Man,51,2021-01-19,No,Work Entrance,0,1,0,False,Winter,1,No,2
Horta-Guinardó,Tuesday,1,8,Man,58,2021-01-19,No,Work Entrance,0,0,1,False,Winter,2,No,2
Sarrià-Sant Gervasi,Tuesday,1,10,Man,27,2021-01-19,No,Morning,0,0,1,False,Winter,1,No,9
Nou Barris,Tuesday,1,10,Man,85,2021-01-19,No,Morning,0,0,1,False,Winter,1,No,9
Eixample,Tuesday,1,10,Woman,66,2021-01-19,No,Morning,0,0,1,False,Winter,1,No,9
Sant Andreu,Tuesday,1,11,Woman,50,2021-01-19,No,Morning,0,0,1,False,Winter,1,No,9
Sants-Montjuïc,Tuesday,1,12,Woman,28,2021-01-19,No,Morning,0,1,0,False,Winter,1,No,9
Sants-Montjuïc,Tuesday,1,12,Man,38,2021-01-19,No,Morning,0,0,1,False,Winter,1,No,9
Horta-Guinardó,Tuesday,1,12,Man,20,2021-01-19,No,Morning,0,1,0,False,Winter,1,No,9
Nou Barris,Tuesday,1,13,Woman,61,2021-01-19,No,Morning,0,1,0,False,Winter,1,No,9
Sant Andreu,Tuesday,1,13,Man,18,2021-01-19,No,Morning,0,1,0,False,Winter,1,No,9
Eixample,Tuesday,1,14,Man,30,2021-01-19,No,Work Departure,0,0,1,False,Winter,1,No,8
Sant Martí,Tuesday,1,14,Man,50,2021-01-19,No,Work Departure,0,0,1,False,Winter,1,No,8
Eixample,Tuesday,1,15,Woman,20,2021-01-19,No,Work Departure,0,1,0,False,Winter,1,No,8
Sant Martí,Tuesday,1,15,Man,62,2021-01-19,No,Work Departure,0,0,1,False,Winter,1,No,8
Sants-Montjuïc,Tuesday,1,16,Man,58,2021-01-19,No,Work Departure,0,0,1,False,Winter,1,No,8
Sants-Montjuïc,Tuesday,1,17,Man,9,2021-01-19,No,Work Departure,0,0,1,False,Winter,1,No,8
Sarrià-Sant Gervasi,Tuesday,1,17,Woman,33,2021-01-19,No,Work Departure,0,1,0,False,Winter,1,No,8
Sant Martí,Tuesday,1,17,Woman,16,2021-01-19,No,Work Departure,0,1,0,False,Winter,1,No,8
Gràcia,Tuesday,1,18,Man,33,2021-01-19,No,Afternoon,0,0,1,False,Winter,1,No,4
Eixample,Tuesday,1,19,Man,31,2021-01-19,No,Afternoon,0,0,1,False,Winter,1,No,4
Eixample,Tuesday,1,19,Man,30,2021-01-19,No,Afternoon,0,0,1,False,Winter,1,No,4
Nou Barris,Tuesday,1,21,Man,55,2021-01-19,No,Afternoon,0,0,1,False,Winter,1,No,4
Ciutat Vella,Tuesday,1,23,Man,30,2021-01-19,No,Leisure,0,0,1,False,Winter,0,No,1
Sant Martí,Wednesday,1,6,Man,49,2021-01-20,No,Work Entrance,0,1,0,False,Winter,1,No,4
Sarrià-Sant Gervasi,Wednesday,1,8,Woman,25,2021-01-20,No,Work Entrance,0,1,0,False,Winter,2,No,4
Horta-Guinardó,Wednesday,1,8,Man,45,2021-01-20,No,Work Entrance,0,0,1,False,Winter,2,No,4
Sarrià-Sant Gervasi,Wednesday,1,9,Man,60,2021-01-20,No,Work Entrance,0,1,0,False,Winter,1,No,4
Eixample,Wednesday,1,10,Man,80,2021-01-20,No,Morning,0,1,0,False,Winter,1,No,2
Eixample,Wednesday,1,12,Man,35,2021-01-20,No,Morning,0,1,0,False,Winter,1,No,2
Sant Andreu,Wednesday,1,14,Man,47,2021-01-20,No,Work Departure,0,0,1,False,Winter,1,No,4
Horta-Guinardó,Wednesday,1,15,Man,30,2021-01-20,No,Work Departure,0,0,1,False,Winter,1,No,4
Eixample,Wednesday,1,17,Woman,28,2021-01-20,No,Work Departure,0,1,0,False,Winter,1,No,4
Eixample,Wednesday,1,17,Man,62,2021-01-20,No,Work Departure,0,0,1,False,Winter,1,No,4
Eixample,Wednesday,1,18,Woman,22,2021-01-20,No,Afternoon,0,0,1,False,Winter,1,No,4
Sarrià-Sant Gervasi,Wednesday,1,20,Man,53,2021-01-20,No,Afternoon,0,0,1,False,Winter,1,No,4
Sant Martí,Wednesday,1,20,Man,39,2021-01-20,No,Afternoon,0,0,1,False,Winter,1,No,4
Horta-Guinardó,Wednesday,1,20,Man,19,2021-01-20,No,Afternoon,0,0,1,False,Winter,1,No,4
Horta-Guinardó,Thursday,1,8,Woman,36,2021-01-21,No,Work Entrance,0,0,1,False,Winter,2,No,4
Sant Martí,Thursday,1,8,Woman,43,2021-01-21,No,Work Entrance,0,0,1,False,Winter,2,No,4
Gràcia,Thursday,1,9,Man,72,2021-01-21,No,Work Entrance,0,1,0,False,Winter,2,No,4
Sarrià-Sant Gervasi,Thursday,1,9,Woman,72,2021-01-21,No,Work Entrance,0,0,1,False,Winter,2,No,4
Sant Martí,Thursday,1,10,Woman,81,2021-01-21,No,Morning,0,0,1,False,Winter,1,No,5
Sarrià-Sant Gervasi,Thursday,1,10,Man,40,2021-01-21,No,Morning,0,0,1,False,Winter,1,No,5
Horta-Guinardó,Thursday,1,10,Man,88,2021-01-21,No,Morning,0,0,1,False,Winter,1,No,5
Sarrià-Sant Gervasi,Thursday,1,11,Woman,83,2021-01-21,No,Morning,0,1,0,False,Winter,1,No,5
Eixample,Thursday,1,13,Woman,42,2021-01-21,No,Morning,0,0,1,False,Winter,1,No,5
Eixample,Thursday,1,14,Man,60,2021-01-21,No,Work Departure,0,0,1,False,Winter,1,No,8
Eixample,Thursday,1,14,Man,25,2021-01-21,No,Work Departure,0,1,0,False,Winter,1,No,8
Gràcia,Thursday,1,14,Woman,63,2021-01-21,No,Work Departure,0,0,1,False,Winter,1,No,8
Sant Andreu,Thursday,1,15,Man,21,2021-01-21,No,Work Departure,0,0,1,False,Winter,1,No,8
Sant Martí,Thursday,1,16,Woman,31,2021-01-21,No,Work Departure,0,0,1,False,Winter,1,No,8
Nou Barris,Thursday,1,16,Man,57,2021-01-21,No,Work Departure,0,1,0,False,Winter,1,No,8
Sants-Montjuïc,Thursday,1,17,Man,37,2021-01-21,No,Work Departure,0,0,1,False,Winter,2,No,8
Les Corts,Thursday,1,17,Woman,33,2021-01-21,No,Work Departure,0,0,1,False,Winter,2,No,8
Eixample,Thursday,1,19,Man,32,2021-01-21,No,Afternoon,0,0,1,False,Winter,1,No,4
Gràcia,Thursday,1,19,Woman,33,2021-01-21,No,Afternoon,0,1,0,False,Winter,1,No,4
Horta-Guinardó,Thursday,1,19,Man,12,2021-01-21,No,Afternoon,0,0,1,False,Winter,1,No,4
Sant Andreu,Thursday,1,20,Man,25,2021-01-21,No,Afternoon,0,0,1,False,Winter,1,No,4
Eixample,Thursday,1,22,Man,22,2021-01-21,No,Leisure,0,0,1,False,Winter,0,No,1
Sants-Montjuïc,Friday,1,6,Woman,41,2021-01-22,No,Work Entrance,0,1,0,True,Winter,1,No,4
Sant Martí,Friday,1,7,Man,25,2021-01-22,No,Work Entrance,0,1,0,True,Winter,1,No,4
Les Corts,Friday,1,9,Woman,20,2021-01-22,No,Work Entrance,0,0,1,True,Winter,2,No,4
Sant Andreu,Friday,1,9,Woman,26,2021-01-22,No,Work Entrance,0,0,1,True,Winter,2,No,4
Sant Martí,Friday,1,14,Woman,34,2021-01-22,No,Work Departure,0,1,0,True,Winter,1,No,3
Eixample,Friday,1,15,Man,55,2021-01-22,No,Work Departure,0,0,1,True,Winter,1,No,3
Sant Martí,Friday,1,17,Woman,11,2021-01-22,No,Work Departure,0,0,1,True,Winter,1,No,3
Les Corts,Friday,1,19,Man,28,2021-01-22,No,Afternoon,0,0,1,True,Winter,1,No,6
Horta-Guinardó,Friday,1,19,Man,29,2021-01-22,No,Afternoon,0,0,1,True,Winter,1,No,6
Nou Barris,Friday,1,20,Man,45,2021-01-22,No,Afternoon,0,0,1,True,Winter,1,No,6
Sant Martí,Friday,1,20,Woman,60,2021-01-22,No,Afternoon,0,0,1,True,Winter,1,No,6
Sants-Montjuïc,Friday,1,21,Man,42,2021-01-22,No,Afternoon,0,0,1,True,Winter,1,No,6
Sarrià-Sant Gervasi,Friday,1,21,Man,21,2021-01-22,No,Afternoon,0,0,1,True,Winter,1,No,6
Eixample,Saturday,1,1,Man,33,2021-01-23,Yes,Leisure,0,1,0,False,Winter,0,No,1
Sarrià-Sant Gervasi,Saturday,1,14,Man,30,2021-01-23,Yes,Work Departure,0,1,0,False,Winter,1,No,3
Gràcia,Saturday,1,14,Woman,63,2021-01-23,Yes,Work Departure,0,1,0,False,Winter,1,No,3
Sant Martí,Saturday,1,15,Man,32,2021-01-23,Yes,Work Departure,0,0,1,False,Winter,1,No,3
Les Corts,Saturday,1,18,Woman,19,2021-01-23,Yes,Afternoon,0,0,1,False,Winter,1,No,5
Les Corts,Saturday,1,19,Man,44,2021-01-23,Yes,Afternoon,0,1,0,False,Winter,1,No,5
Nou Barris,Saturday,1,19,Woman,52,2021-01-23,Yes,Afternoon,0,0,1,False,Winter,1,No,5
Ciutat Vella,Saturday,1,21,Woman,34,2021-01-23,Yes,Afternoon,0,0,1,False,Winter,1,No,5
Eixample,Saturday,1,21,Woman,23,2021-01-23,Yes,Afternoon,0,1,0,False,Winter,1,No,5
Sant Andreu,Sunday,1,11,Woman,42,2021-01-24,Yes,Morning,0,1,0,False,Winter,1,Yes,6
Sant Martí,Sunday,1,11,Woman,36,2021-01-24,Yes,Morning,0,0,1,False,Winter,1,Yes,6
Sant Martí,Sunday,1,11,Woman,45,2021-01-24,Yes,Morning,0,1,0,False,Winter,1,Yes,6
Horta-Guinardó,Sunday,1,12,Man,20,2021-01-24,Yes,Morning,0,0,1,False,Winter,1,Yes,6
Sant Andreu,Sunday,1,12,Man,53,2021-01-24,Yes,Morning,0,0,1,False,Winter,1,Yes,6
Les Corts,Sunday,1,13,Man,42,2021-01-24,Yes,Morning,0,1,0,False,Winter,1,Yes,6
Sarrià-Sant Gervasi,Sunday,1,14,Man,40,2021-01-24,Yes,Work Departure,0,1,0,False,Winter,1,Yes,3
Eixample,Sunday,1,17,Man,26,2021-01-24,Yes,Work Departure,0,0,1,False,Winter,1,Yes,3
Sants-Montjuïc,Sunday,1,17,Woman,30,2021-01-24,Yes,Work Departure,0,0,1,False,Winter,1,Yes,3
Gràcia,Sunday,1,20,Man,26,2021-01-24,Yes,Afternoon,0,0,1,False,Winter,1,Yes,1
Sarrià-Sant Gervasi,Monday,1,9,Man,52,2021-01-25,No,Work Entrance,0,0,1,False,Winter,2,No,1
Eixample,Monday,1,12,Woman,37,2021-01-25,No,Morning,0,0,1,False,Winter,1,No,3
Les Corts,Monday,1,13,Woman,34,2021-01-25,No,Morning,0,1,0,False,Winter,1,No,3
Sant Andreu,Monday,1,13,Man,34,2021-01-25,No,Morning,0,0,1,False,Winter,1,No,3
Eixample,Monday,1,14,Woman,25,2021-01-25,No,Work Departure,0,0,1,False,Winter,1,No,7
Les Corts,Monday,1,14,Woman,34,2021-01-25,No,Work Departure,0,0,1,False,Winter,1,No,7
Gràcia,Monday,1,14,Woman,27,2021-01-25,No,Work Departure,0,0,1,False,Winter,1,No,7
Sant Martí,Monday,1,15,Woman,53,2021-01-25,No,Work Departure,0,0,1,False,Winter,1,No,7
Sant Andreu,Monday,1,16,Woman,21,2021-01-25,No,Work Departure,0,1,0,False,Winter,1,No,7
Sant Martí,Monday,1,16,Woman,29,2021-01-25,No,Work Departure,0,0,1,False,Winter,1,No,7
Eixample,Monday,1,17,Woman,89,2021-01-25,No,Work Departure,0,0,1,False,Winter,1,No,7
Sants-Montjuïc,Monday,1,18,Woman,25,2021-01-25,No,Afternoon,0,1,0,False,Winter,1,No,4
Eixample,Monday,1,19,Man,39,2021-01-25,No,Afternoon,0,0,1,False,Winter,1,No,4
Horta-Guinardó,Monday,1,19,Woman,28,2021-01-25,No,Afternoon,0,0,1,False,Winter,1,No,4
Les Corts,Monday,1,20,Man,24,2021-01-25,No,Afternoon,0,1,0,False,Winter,1,No,4
Les Corts,Tuesday,1,6,Man,43,2021-01-26,No,Work Entrance,0,1,0,False,Winter,1,No,8
Sants-Montjuïc,Tuesday,1,7,Woman,44,2021-01-26,No,Work Entrance,0,0,1,False,Winter,1,No,8
Les Corts,Tuesday,1,7,Man,42,2021-01-26,No,Work Entrance,0,1,0,False,Winter,1,No,8
Gràcia,Tuesday,1,7,Man,42,2021-01-26,No,Work Entrance,0,0,1,False,Winter,1,No,8
Sant Martí,Tuesday,1,7,Man,88,2021-01-26,No,Work Entrance,0,0,1,False,Winter,1,No,8
Sant Martí,Tuesday,1,8,Man,39,2021-01-26,No,Work Entrance,0,0,1,False,Winter,2,No,8
Sant Martí,Tuesday,1,8,Woman,21,2021-01-26,No,Work Entrance,0,0,1,False,Winter,2,No,8
Sant Martí,Tuesday,1,9,Woman,62,2021-01-26,No,Work Entrance,0,1,0,False,Winter,1,No,8
Sarrià-Sant Gervasi,Tuesday,1,11,Man,35,2021-01-26,No,Morning,0,0,1,False,Winter,1,No,3
Gràcia,Tuesday,1,13,Woman,58,2021-01-26,No,Morning,0,1,0,False,Winter,1,No,3
Horta-Guinardó,Tuesday,1,13,Man,21,2021-01-26,No,Morning,0,0,1,False,Winter,1,No,3
Eixample,Tuesday,1,14,Woman,21,2021-01-26,No,Work Departure,0,0,1,False,Winter,1,No,7
Sants-Montjuïc,Tuesday,1,14,Woman,92,2021-01-26,No,Work Departure,0,0,1,False,Winter,1,No,7
Sants-Montjuïc,Tuesday,1,14,Man,22,2021-01-26,No,Work Departure,0,0,1,False,Winter,1,No,7
Sant Martí,Tuesday,1,14,Man,38,2021-01-26,No,Work Departure,0,0,1,False,Winter,1,No,7
Les Corts,Tuesday,1,15,Man,45,2021-01-26,No,Work Departure,0,1,0,False,Winter,1,No,7
Eixample,Tuesday,1,16,Man,25,2021-01-26,No,Work Departure,0,1,0,False,Winter,1,No,7
Sant Martí,Tuesday,1,17,Man,48,2021-01-26,No,Work Departure,0,0,1,False,Winter,1,No,7
Sants-Montjuïc,Tuesday,1,18,Man,35,2021-01-26,No,Afternoon,0,0,1,False,Winter,1,No,2
Sant Martí,Tuesday,1,18,Man,45,2021-01-26,No,Afternoon,0,1,0,False,Winter,1,No,2
Ciutat Vella,Tuesday,1,22,Man,19,2021-01-26,No,Leisure,0,0,1,False,Winter,0,No,3
Eixample,Tuesday,1,22,Man,38,2021-01-26,No,Leisure,0,0,1,False,Winter,0,No,3
Sant Andreu,Tuesday,1,22,Man,44,2021-01-26,No,Leisure,0,0,1,False,Winter,0,No,3
Nou Barris,Wednesday,1,7,Woman,29,2021-01-27,No,Work Entrance,0,0,1,False,Winter,1,No,7
Eixample,Wednesday,1,8,Man,61,2021-01-27,No,Work Entrance,0,1,0,False,Winter,2,No,7
Nou Barris,Wednesday,1,8,Woman,51,2021-01-27,No,Work Entrance,0,0,1,False,Winter,2,No,7
Ciutat Vella,Wednesday,1,9,Man,39,2021-01-27,No,Work Entrance,0,0,1,False,Winter,2,No,7
Eixample,Wednesday,1,9,Man,45,2021-01-27,No,Work Entrance,0,1,0,False,Winter,2,No,7
Sarrià-Sant Gervasi,Wednesday,1,9,Man,41,2021-01-27,No,Work Entrance,0,0,1,False,Winter,2,No,7
Nou Barris,Wednesday,1,9,Man,58,2021-01-27,No,Work Entrance,0,1,0,False,Winter,2,No,7
Eixample,Wednesday,1,12,Woman,56,2021-01-27,No,Morning,0,1,0,False,Winter,1,No,4
Eixample,Wednesday,1,12,Man,47,2021-01-27,No,Morning,0,0,1,False,Winter,1,No,4
Sants-Montjuïc,Wednesday,1,12,Man,44,2021-01-27,No,Morning,0,1,0,False,Winter,1,No,4
Sant Martí,Wednesday,1,12,Man,28,2021-01-27,No,Morning,0,1,0,False,Winter,1,No,4
Sarrià-Sant Gervasi,Wednesday,1,14,Man,0,2021-01-27,No,Work Departure,0,1,0,False,Winter,1,No,7
Horta-Guinardó,Wednesday,1,14,Man,42,2021-01-27,No,Work Departure,0,0,1,False,Winter,1,No,7
Les Corts,Wednesday,1,15,Man,34,2021-01-27,No,Work Departure,0,1,0,False,Winter,1,No,7
Nou Barris,Wednesday,1,15,Woman,41,2021-01-27,No,Work Departure,0,0,1,False,Winter,1,No,7
Sant Martí,Wednesday,1,16,Woman,72,2021-01-27,No,Work Departure,0,0,1,False,Winter,1,No,7
Eixample,Wednesday,1,17,Woman,68,2021-01-27,No,Work Departure,0,0,1,False,Winter,2,No,7
Sarrià-Sant Gervasi,Wednesday,1,17,Man,4,2021-01-27,No,Work Departure,0,0,1,False,Winter,2,No,7
Sarrià-Sant Gervasi,Wednesday,1,20,Man,41,2021-01-27,No,Afternoon,0,0,1,False,Winter,1,No,3
Eixample,Wednesday,1,21,Man,34,2021-01-27,No,Afternoon,0,0,1,False,Winter,1,No,3
Sant Andreu,Wednesday,1,21,Woman,16,2021-01-27,No,Afternoon,0,0,1,False,Winter,1,No,3
Ciutat Vella,Wednesday,1,22,Man,29,2021-01-27,No,Leisure,0,1,0,False,Winter,0,No,2
Eixample,Wednesday,1,22,Man,39,2021-01-27,No,Leisure,0,0,1,False,Winter,0,No,2
Eixample,Thursday,1,0,Man,38,2021-01-28,No,Leisure,0,0,1,False,Winter,0,No,1
Horta-Guinardó,Thursday,1,8,Woman,47,2021-01-28,No,Work Entrance,0,1,0,False,Winter,2,No,3
Eixample,Thursday,1,9,Man,48,2021-01-28,No,Work Entrance,0,0,1,False,Winter,2,No,3
Eixample,Thursday,1,9,Man,44,2021-01-28,No,Work Entrance,0,0,1,False,Winter,2,No,3
Eixample,Thursday,1,10,Woman,24,2021-01-28,No,Morning,0,0,1,False,Winter,1,No,6
Eixample,Thursday,1,10,Man,29,2021-01-28,No,Morning,0,0,1,False,Winter,1,No,6
Eixample,Thursday,1,10,Woman,43,2021-01-28,No,Morning,0,0,1,False,Winter,1,No,6
Gràcia,Thursday,1,12,Man,31,2021-01-28,No,Morning,0,0,1,False,Winter,1,No,6
Ciutat Vella,Thursday,1,13,Woman,25,2021-01-28,No,Morning,0,1,0,False,Winter,1,No,6
Eixample,Thursday,1,13,Man,33,2021-01-28,No,Morning,0,1,0,False,Winter,1,No,6
Sants-Montjuïc,Thursday,1,14,Man,25,2021-01-28,No,Work Departure,0,0,1,False,Winter,1,No,6
Sants-Montjuïc,Thursday,1,14,Man,26,2021-01-28,No,Work Departure,0,0,1,False,Winter,1,No,6
Nou Barris,Thursday,1,14,Woman,23,2021-01-28,No,Work Departure,0,0,1,False,Winter,1,No,6
Sant Andreu,Thursday,1,15,Man,47,2021-01-28,No,Work Departure,0,0,1,False,Winter,1,No,6
Nou Barris,Thursday,1,16,Woman,24,2021-01-28,No,Work Departure,0,0,1,False,Winter,1,No,6
Sants-Montjuïc,Thursday,1,17,Man,71,2021-01-28,No,Work Departure,0,0,1,False,Winter,2,No,6
Les Corts,Thursday,1,19,Man,42,2021-01-28,No,Afternoon,0,0,1,False,Winter,1,No,5
Sarrià-Sant Gervasi,Thursday,1,19,Man,22,2021-01-28,No,Afternoon,0,0,1,False,Winter,1,No,5
Sant Martí,Thursday,1,19,Man,28,2021-01-28,No,Afternoon,0,0,1,False,Winter,1,No,5
Nou Barris,Thursday,1,20,Man,34,2021-01-28,No,Afternoon,0,0,1,False,Winter,1,No,5
Sarrià-Sant Gervasi,Thursday,1,21,Woman,19,2021-01-28,No,Afternoon,0,0,1,False,Winter,1,No,5
Sants-Montjuïc,Friday,1,7,Man,34,2021-01-29,No,Work Entrance,0,0,1,True,Winter,1,No,4
Eixample,Friday,1,8,Man,81,2021-01-29,No,Work Entrance,0,0,1,True,Winter,2,No,4
Les Corts,Friday,1,8,Man,44,2021-01-29,No,Work Entrance,0,1,0,True,Winter,2,No,4
Eixample,Friday,1,9,Woman,28,2021-01-29,No,Work Entrance,0,0,1,True,Winter,1,No,4
Eixample,Friday,1,10,Man,68,2021-01-29,No,Morning,0,1,0,True,Winter,1,No,4
Sarrià-Sant Gervasi,Friday,1,10,Man,18,2021-01-29,No,Morning,0,0,1,True,Winter,1,No,4
Ciutat Vella,Friday,1,12,Woman,71,2021-01-29,No,Morning,0,0,1,True,Winter,2,No,4
Sant Andreu,Friday,1,13,Man,25,2021-01-29,No,Morning,0,0,1,True,Winter,1,No,4
Les Corts,Friday,1,14,Man,36,2021-01-29,No,Work Departure,0,0,1,True,Winter,1,No,9
Sant Andreu,Friday,1,14,Woman,20,2021-01-29,No,Work Departure,0,0,1,True,Winter,1,No,9
Sant Martí,Friday,1,14,Man,35,2021-01-29,No,Work Departure,0,0,1,True,Winter,1,No,9
Sant Andreu,Friday,1,14,Man,20,2021-01-29,No,Work Departure,0,0,1,True,Winter,1,No,9
Eixample,Friday,1,15,Man,21,2021-01-29,No,Work Departure,0,1,0,True,Winter,1,No,9
Les Corts,Friday,1,15,Man,48,2021-01-29,No,Work Departure,0,1,0,True,Winter,1,No,9
Sant Andreu,Friday,1,15,Woman,32,2021-01-29,No,Work Departure,0,1,0,True,Winter,1,No,9
Eixample,Friday,1,16,Man,58,2021-01-29,No,Work Departure,0,0,1,True,Winter,1,No,9
Eixample,Friday,1,17,Woman,36,2021-01-29,No,Work Departure,0,0,1,True,Winter,2,No,9
Sants-Montjuïc,Friday,1,19,Man,25,2021-01-29,No,Afternoon,0,1,0,True,Winter,1,No,1
Eixample,Saturday,1,12,Man,46,2021-01-30,Yes,Morning,0,1,0,False,Winter,1,No,1
Sants-Montjuïc,Saturday,1,16,Man,54,2021-01-30,Yes,Work Departure,0,0,1,False,Winter,1,No,3
Nou Barris,Saturday,1,16,Man,40,2021-01-30,Yes,Work Departure,0,0,1,False,Winter,1,No,3
Eixample,Saturday,1,17,Woman,47,2021-01-30,Yes,Work Departure,0,0,1,False,Winter,1,No,3
Eixample,Sunday,1,11,Man,28,2021-01-31,Yes,Morning,0,1,0,False,Winter,1,Yes,3
Eixample,Sunday,1,12,Man,45,2021-01-31,Yes,Morning,0,1,0,False,Winter,1,Yes,3
Sarrià-Sant Gervasi,Sunday,1,12,Man,33,2021-01-31,Yes,Morning,0,1,0,False,Winter,1,Yes,3
Gràcia,Sunday,1,16,Man,28,2021-01-31,Yes,Work Departure,0,1,0,False,Winter,1,Yes,2
Horta-Guinardó,Sunday,1,16,Man,33,2021-01-31,Yes,Work Departure,0,0,1,False,Winter,1,Yes,2
Eixample,Sunday,1,22,Man,30,2021-01-31,Yes,Leisure,0,0,1,False,Winter,0,Yes,1
Sant Andreu,Monday,2,5,Man,50,2021-02-01,No,Early Morning,0,0,1,False,Winter,0,No,1
Horta-Guinardó,Monday,2,7,Man,41,2021-02-01,No,Work Entrance,0,1,0,False,Winter,1,No,4
Ciutat Vella,Monday,2,8,Man,42,2021-02-01,No,Work Entrance,0,1,0,False,Winter,2,No,4
Horta-Guinardó,Monday,2,8,Man,22,2021-02-01,No,Work Entrance,0,0,1,False,Winter,2,No,4
Eixample,Monday,2,9,Man,31,2021-02-01,No,Work Entrance,0,0,1,False,Winter,2,No,4
Eixample,Monday,2,10,Woman,56,2021-02-01,No,Morning,0,0,1,False,Winter,2,No,6
Sants-Montjuïc,Monday,2,11,Woman,65,2021-02-01,No,Morning,0,0,1,False,Winter,2,No,6
Horta-Guinardó,Monday,2,11,Man,45,2021-02-01,No,Morning,0,1,0,False,Winter,2,No,6
Sant Martí,Monday,2,12,Man,48,2021-02-01,No,Morning,0,0,1,False,Winter,2,No,6
Sarrià-Sant Gervasi,Monday,2,13,Man,30,2021-02-01,No,Morning,0,0,1,False,Winter,1,No,6
Horta-Guinardó,Monday,2,13,Man,50,2021-02-01,No,Morning,0,0,1,False,Winter,1,No,6
Sants-Montjuïc,Monday,2,15,Man,40,2021-02-01,No,Work Departure,0,0,1,False,Winter,1,No,5
Eixample,Monday,2,16,Man,27,2021-02-01,No,Work Departure,0,0,1,False,Winter,1,No,5
Sarrià-Sant Gervasi,Monday,2,17,Woman,42,2021-02-01,No,Work Departure,0,0,1,False,Winter,2,No,5
Sarrià-Sant Gervasi,Monday,2,17,Man,25,2021-02-01,No,Work Departure,0,0,1,False,Winter,2,No,5
Nou Barris,Monday,2,17,Man,44,2021-02-01,No,Work Departure,0,0,1,False,Winter,2,No,5
Eixample,Monday,2,18,Man,37,2021-02-01,No,Afternoon,0,0,1,False,Winter,2,No,2
Eixample,Monday,2,20,Man,22,2021-02-01,No,Afternoon,0,0,1,False,Winter,1,No,2
Nou Barris,Tuesday,2,7,Man,46,2021-02-02,No,Work Entrance,0,1,0,False,Winter,1,No,7
Ciutat Vella,Tuesday,2,8,Woman,18,2021-02-02,No,Work Entrance,0,0,1,False,Winter,2,No,7
Eixample,Tuesday,2,8,Woman,43,2021-02-02,No,Work Entrance,0,0,1,False,Winter,2,No,7
Eixample,Tuesday,2,8,Woman,24,2021-02-02,No,Work Entrance,0,0,1,False,Winter,2,No,7
Horta-Guinardó,Tuesday,2,8,Woman,34,2021-02-02,No,Work Entrance,0,0,1,False,Winter,2,No,7
Sants-Montjuïc,Tuesday,2,8,Woman,47,2021-02-02,No,Work Entrance,0,0,1,False,Winter,2,No,7
Les Corts,Tuesday,2,9,Man,49,2021-02-02,No,Work Entrance,0,0,1,False,Winter,2,No,7
Sant Martí,Tuesday,2,10,Man,79,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Gràcia,Tuesday,2,10,Woman,88,2021-02-02,No,Morning,0,1,0,False,Winter,1,No,9
Eixample,Tuesday,2,11,Woman,28,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Sants-Montjuïc,Tuesday,2,12,Man,63,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Nou Barris,Tuesday,2,12,Man,84,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Nou Barris,Tuesday,2,12,Man,27,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Eixample,Tuesday,2,13,Man,31,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Sant Andreu,Tuesday,2,13,Man,27,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Eixample,Tuesday,2,13,Woman,48,2021-02-02,No,Morning,0,0,1,False,Winter,1,No,9
Eixample,Tuesday,2,14,Man,36,2021-02-02,No,Work Departure,0,1,0,False,Winter,1,No,15
