Case_number,Type_of_vehicle,License type,Age license
2021S006173    ,Tourism,B,31
2021S006182    ,Tourism,B,31
2021S004966    ,Motorcycle,A,31
2021S006454    ,Tourism,B,31
2022S002965    ,Taxi,B,31
2022S002668    ,Motorcycle,B,31
2022S000008    ,Van,B,31
2021S000638    ,Tourism,B,31
2022S006682    ,Motorcycle,B,31
2022S003068    ,Tourism,B,31
2022S004818    ,Taxi,B,31
2022S005401    ,Van,B,31
2022S002722    ,Motorcycle,A,31
2021S006577    ,Tourism,B,31
2022S002300    ,Motorcycle,A,31
2022S002300    ,Van,B,31
2021S004970    ,Tourism,B,31
2022S007983    ,Articulated bus,D,31
2022S006225    ,SUV,B,31
2022S002890    ,Motorcycle,B,31
2021S002785    ,Motorcycle,B,31
2021S006682    ,Veh. motor personal mobility,B,31
2021S005850    ,Tourism,B,31
2021S001757    ,Tourism,B,31
2022S005947    ,Tourism,B,31
2021S006297    ,Van,B,31
2022S000485    ,Tourism,B,31
2022S002182    ,Motorcycle,A1,31
2021S004734    ,Tourism,B,31
2022S004592    ,Tourism,B,31
2021S007042    ,Motorcycle,A,31
2022S004641    ,Tourism,B,31
2022S005289    ,Tourism,B,31
2021S001756    ,Motorcycle,A,31
2021S001058    ,Bus,D,31
2022S007068    ,Motorcycle,A,31
2021S007623    ,Motorcycle,A,31
2021S005961    ,Tourism,B,31
2021S004182    ,Motorcycle,A2,31
2022S002504    ,Taxi,B,31
2022S000090    ,Tourism,B,31
2021S000227    ,Van,B,31
2022S007603    ,Motorcycle,B,31
2022S001775    ,Motorcycle,B,31
2022S000949    ,Tourism,B,31
2022S003317    ,Bicycle,B,31
2021S000995    ,Tourism,B,31
2021S004083    ,Bus,D,31
2021S003167    ,Tourism,B,31
2022S003823    ,Ciclomotor,B,31
2022S004074    ,Van,B,31
2022S007409    ,Tourism,B,31
2021S006481    ,Motorcycle,A,31
2021S001156    ,Tourism,B,31
2021S005834    ,Tourism,B,31
2022S001451    ,Tourism,B,31
2021S000471    ,Van,B,31
2021S005646    ,Tourism,B,31
2021S002656    ,Motorcycle,A,31
2022S003626    ,Motorcycle,A,31
2022S002216    ,Motorcycle,A,31
2022S004324    ,Tourism,B,31
2021S001446    ,Motorcycle,A2,31
2022S005734    ,Articulated bus,D,31
2022S001985    ,Motorcycle,A,31
2022S007639    ,Motorcycle,A,31
2021S007084    ,Tourism,B,31
2022S001849    ,Tourism,B,31
2021S002397    ,Tourism,B,31
2021S000519    ,Tourism,B,31
2022S000531    ,Motorcycle,B,31
2021S004944    ,Tourism,B,31
2021S006425    ,Tourism,B,31
2022S000610    ,Tourism,B,31
2022S001429    ,Tourism,B,31
2022S002160    ,Tourism,B,31
2021S006671    ,Motorcycle,A,31
2021S004823    ,Tourism,B,31
2022S002189    ,Articulated bus,D,31
2021S003215    ,Tourism,B,31
2021S005423    ,Motorcycle,A,31
2022S005500    ,Tourism,B,31
2022S006026    ,Tourism,B,31
2021S001947    ,Tourism,B,31
2021S001060    ,Ciclomotor,AM,31
2022S002656    ,Van,B,31
2022S006928    ,Bus,D,31
2021S003177    ,Motorcycle,A2,31
2021S005164    ,Motorcycle,B,31
2021S003149    ,Articulated bus,D,31
2021S001394    ,Tourism,B,31
2021S002592    ,Tourism,B,31
2021S004680    ,Bicycle,B,31
2022S006001    ,Tourism,B,31
2022S001839    ,Tourism,B,31
2021S006761    ,Motorcycle,B,31
2022S006439    ,Tourism,B,31
2021S007531    ,Tourism,B,31
2022S001492    ,Tourism,B,31
2022S006556    ,Motorcycle,A,31
2022S004875    ,Taxi,B,31
2022S006789    ,Tourism,B,31
2022S002432    ,Motorcycle,B,31
2021S007177    ,Tourism,B,31
2022S002716    ,Motorcycle,A,32
2021S003314    ,Motorcycle,B,32
2022S006770    ,Motorcycle,A,32
2021S006960    ,Tourism,B,32
2021S005759    ,Tourism,B,32
2022S002806    ,Tourism,B,32
2022S003189    ,Van,B,32
2022S006585    ,Van,B,32
2022S004308    ,Taxi,BTP,32
2021S001113    ,Motorcycle,A,32
2021S000106    ,Tourism,B,32
2022S007939    ,Motorcycle,B,32
2021S000532    ,Tourism,B,32
2022S004893    ,Van,B,32
2022S005871    ,Rigid truck <= 3.5 tonnes,C,32
2021S004416    ,Motorcycle,B,32
2022S007642    ,Tourism,B,32
2022S004069    ,Taxi,B,32
2022S003342    ,Tourism,B,32
2021S007458    ,Tourism,B,32
2022S004121    ,Taxi,B,32
2021S006598    ,Tourism,B,32
2022S002561    ,Tourism,B,32
2022S000640    ,Motorcycle,A,32
2021S002245    ,Tourism,B,32
2022S004988    ,Van,B,32
2022S000535    ,Motorcycle,B,32
2021S006320    ,Tourism,B,32
2022S004842    ,Tourism,B,32
2021S001892    ,Van,B,32
2022S004346    ,Tourism,B,32
2021S006055    ,Tourism,B,32
2021S007231    ,Rigid truck > 3.5 tonnes,B,32
2021S005177    ,Bus,D,32
2021S002913    ,Tourism,B,32
2021S006102    ,Motorcycle,B,32
2022S003191    ,Motorcycle,B,32
2022S002824    ,SUV,B,32
2022S000214    ,Motorcycle,A,32
2022S000178    ,Motorcycle,B,32
2022S007332    ,Van,B,32
2021S006041    ,Tourism,B,32
2022S003032    ,Van,B,32
2022S005074    ,Tourism,B,32
2022S006175    ,Tourism,B,32
2021S003401    ,Motorcycle,A2,32
2022S001700    ,Motorcycle,A2,32
2021S007353    ,Motorcycle,A,32
2021S006512    ,Tourism,B,32
2021S001491    ,Van,B,32
2022S003080    ,Tourism,B,32
2022S003936    ,Tourism,B,32
2021S004945    ,Van,B,32
2022S004708    ,Motorcycle,A,32
2021S007153    ,Tourism,B,32
2022S007137    ,Motorcycle,A,32
2022S001542    ,Tourism,B,32
2021S000837    ,Tourism,B,32
2022S002227    ,Bicycle,B,32
2021S000502    ,Motorcycle,B,32
2022S001610    ,Tourism,B,32
2021S002641    ,Articulated bus,D,32
2021S007253    ,Tourism,B,32
2021S002719    ,Tourism,B,32
2021S001394    ,Tourism,B,32
2021S006791    ,Tourism,B,32
2022S001206    ,Tourism,B,32
2021S004152    ,Tourism,B,32
2021S004482    ,Tourism,B,32
2022S001576    ,Bicycle,B,32
2022S002457    ,Tourism,B,32
2021S006993    ,Motorcycle,A,32
2022S002503    ,Motorcycle,A,32
2021S002931    ,Tourism,B,32
2021S003564    ,Tourism,B,32
2022S003071    ,Motorcycle,B,32
2022S000748    ,Motorcycle,A,32
2021S005822    ,Motorcycle,B,32
2022S004616    ,Motorcycle,B,32
2021S005425    ,Tourism,B,32
2021S006020    ,Motorcycle,B,32
2022S000642    ,Motorcycle,A2,32
2022S000385    ,Ciclomotor,AM,32
2021S003550    ,Tourism,B,32
2021S006189    ,Tourism,B,32
2021S001515    ,Tourism,B,32
2021S003601    ,Motorcycle,B,32
2021S001874    ,Bus,D,32
2021S000192    ,Motorcycle,B,32
2022S000152    ,Tourism,B,32
2021S000192    ,Tourism,B,32
2021S005420    ,Tourism,B,32
2021S005513    ,Tourism,B,32
2022S006681    ,Tourism,B,32
2022S006927    ,Tourism,B,32
2022S004707    ,Rigid truck <= 3.5 tonnes,B,32
2021S003665    ,Tourism,B,32
2021S002780    ,Motorcycle,B,32
2021S006330    ,Articulated bus,D,32
2021S005214    ,Taxi,B,32
2021S004697    ,Taxi,B,32
2021S005007    ,Ciclomotor,A,32
2022S006475    ,Van,B,32
2021S002740    ,Tourism,B,32
2022S002969    ,Tourism,B,32
2022S002944    ,Van,B,32
2022S005348    ,Ambulance,B,32
2022S004311    ,Train or tram,B,32
2021S006914    ,Tourism,B,32
2022S005507    ,Motorcycle,A,32
2021S005755    ,Motorcycle,A,32
2021S006904    ,Motorcycle,A,32
2022S001862    ,Motorcycle,A2,32
2021S007079    ,Tourism,B,32
2021S001250    ,Motorcycle,A,32
2022S001063    ,Tourism,B,32
2022S002838    ,Motorcycle,B,32
2022S007373    ,Tourism,B,32
2021S003545    ,Tourism,B,32
2022S002280    ,Motorcycle,B,32
2021S002253    ,Tourism,B,32
2022S004838    ,Articulated bus,D,32
2021S000368    ,Tourism,B,32
2021S002656    ,Tourism,B,32
2022S001824    ,Van,B,32
2021S006648    ,Motorcycle,B,32
2021S001413    ,Tourism,B,32
2021S007250    ,Ciclomotor,AM,32
2022S001445    ,Tourism,B,32
2021S003276    ,Tourism,B,32
2021S006010    ,Tourism,B,32
2021S003578    ,Motorcycle,B,32
2021S000788    ,Motorcycle,A,32
2021S003576    ,Tourism,B,32
2021S007081    ,Motorcycle,A,32
2021S003758    ,Van,B,32
2022S007968    ,Taxi,B,32
2021S003542    ,Tourism,B,32
2022S003238    ,Tourism,B,32
2021S004221    ,Tourism,B,32
2022S004814    ,Tractor truck,E C,32
2021S007438    ,Motorcycle,A,32
2022S004416    ,Motorcycle,A,32
2022S006778    ,Van,B,32
2021S001697    ,Motorcycle,B,32
2022S007293    ,Motorcycle,A,32
2022S003041    ,Tourism,B,32
2021S005349    ,Motorcycle,A,32
2022S005229    ,Tourism,B,32
2021S002018    ,Motorcycle,B,32
2022S005323    ,Tourism,B,32
2022S004896    ,Bicycle,B,32
2022S001137    ,Motorcycle,B,32
2022S000963    ,Tourism,B,32
2022S004929    ,Tourism,B,32
2021S003437    ,Tourism,B,32
2022S003454    ,Bicycle,B,32
2021S007310    ,Tourism,B,32
2021S006002    ,Bus,D,32
2022S003870    ,Tourism,B,32
2021S002215    ,Motorcycle,A,32
2021S007557    ,Motorcycle,A,32
2021S005838    ,Tourism,B,32
2021S003696    ,SUV,B,32
2021S000052    ,Motorcycle,B,32
2022S007183    ,Motorcycle,A,32
2021S003551    ,Tourism,B,32
2022S007117    ,Taxi,B,32
2021S005773    ,Motorcycle,A,32
2021S005620    ,Ciclomotor,AM,32
2021S007325    ,Tourism,B,32
2021S001907    ,Tourism,B,32
2022S000137    ,Tourism,B,32
2021S003105    ,Motorcycle,A,32
2022S007809    ,Rigid truck <= 3.5 tonnes,B,32
2021S001065    ,Tourism,B,32
2021S001181    ,Tourism,B,32
2022S005215    ,Van,B,32
2022S001154    ,Motorcycle,A,32
2021S001123    ,Motorcycle,A,32
2021S006084    ,Tourism,B,32
2022S004591    ,Tourism,B,32
2022S002822    ,SUV,B,32
2021S001452    ,Motorcycle,A,32
2022S006331    ,Taxi,B,32
2021S000947    ,Van,B,32
2021S000509    ,Tourism,B,32
2021S000504    ,Tourism,B,32
2021S004768    ,Motorcycle,A,32
2022S006629    ,Ciclomotor,B,32
2022S002203    ,Tourism,B,32
2021S003415    ,Van,B,32
2021S004787    ,Tourism,B,32
2022S005054    ,Van,B,32
2022S006007    ,Tourism,B,32
2021S003170    ,Tourism,B,32
2022S000750    ,Van,B,32
2022S005677    ,Motorcycle,B,32
2022S000041    ,Tourism,B,32
2021S001618    ,Tourism,B,32
2022S002210    ,Tourism,B,32
2022S006356    ,Van,B,32
2022S006475    ,Motorcycle,B,32
2022S005564    ,Tourism,B,32
2021S004104    ,Van,B,32
2022S000750    ,Van,B,32
2021S007122    ,Van,B,32
2022S002605    ,Motorcycle,B,32
2022S002697    ,SUV,B,32
2021S005106    ,Motorcycle,A1,32
2021S004622    ,Tourism,B,32
2022S007745    ,Motorcycle,B,32
2021S005266    ,Motorcycle,A,32
2021S001734    ,Tourism,B,32
2021S007590    ,Bus,D,32
2021S002904    ,Tourism,B,32
2022S004551    ,Tourism,B,32
2021S000302    ,Tourism,B,32
2022S001227    ,Tourism,B,32
2022S002406    ,Motorcycle,A,32
2021S000265    ,Tractor truck,E C,32
2021S007611    ,Motorcycle,B,32
2021S003396    ,Bus,D,32
2022S001587    ,Tourism,B,32
2021S002091    ,Tourism,B,32
2022S003622    ,Tourism,B,32
2021S005901    ,Motorcycle,A,32
2021S007074    ,Tourism,B,32
2021S001367    ,Tourism,B,32
2022S003194    ,Van,B,32
2022S002167    ,Motorcycle,A,32
2021S005708    ,Tourism,B,32
2021S005607    ,Tourism,B,32
2022S000278    ,Tourism,B,32
2022S000560    ,Motorcycle,B,32
2021S000508    ,Tourism,B,32
2021S000736    ,Tourism,B,32
2021S004455    ,Motorcycle,A2,32
2021S000643    ,Tourism,B,32
2021S004812    ,Motorcycle,A,32
2022S000255    ,Tourism,B,32
2022S003508    ,Motorcycle,A,32
2021S007595    ,Motorcycle,B,32
2022S002593    ,Tourism,B,32
2021S004942    ,Articulated bus,D,32
2021S003211    ,Motorcycle,A,32
2021S003942    ,Tourism,B,32
2021S004370    ,Van,B,32
2022S005877    ,Tractor truck,C,32
2022S000132    ,Motorcycle,B,32
2021S002165    ,Tourism,B,32
2022S001662    ,Motorcycle,B,32
2021S001510    ,Motorcycle,B,32
2022S006304    ,Van,B,32
2021S004040    ,Rigid truck <= 3.5 tonnes,B,32
2022S003168    ,Motorcycle,A,32
2021S003270    ,Articulated bus,D,32
2022S000198    ,Van,B,32
2021S002901    ,Rigid truck > 3.5 tonnes,C,32
2021S002111    ,Motorcycle,B,32
2021S005297    ,Tourism,B,32
2022S006476    ,Motorcycle,B,32
2022S002421    ,Tourism,B,32
2022S004519    ,Tourism,B,32
2021S005226    ,Motorcycle,A,32
2021S004880    ,Motorcycle,B,32
2021S005234    ,Bus,D,32
2021S001709    ,Tourism,B,32
2022S003724    ,Articulated bus,D,32
2022S004575    ,Motorcycle,A,32
2022S000032    ,Motorcycle,B,32
2021S005383    ,Tourism,B,32
2022S007815    ,Motorcycle,A,32
2022S006384    ,Tourism,B,32
2021S005782    ,Motorcycle,A,32
2022S006209    ,Ciclomotor,B,32
2022S007741    ,Motorcycle,B,32
2021S000951    ,Tourism,B,32
2021S002360    ,Tourism,B,32
2021S003525    ,Taxi,B,32
2021S006239    ,Tourism,B,32
2021S003076    ,Motorcycle,B,32
2022S006235    ,Motorcycle,B,32
2021S001435    ,Articulated bus,D,32
2022S001117    ,Motorcycle,A,32
2022S001858    ,Motorcycle,A,32
2021S005742    ,Tourism,B,32
2021S007513    ,Motorcycle,A,32
2022S004885    ,Motorcycle,A,32
2022S002704    ,Motorcycle,A,32
2021S004524    ,Tourism,B,32
2022S005135    ,Tourism,B,32
2022S000347    ,Tourism,B,32
2021S001125    ,Motorcycle,A,32
2022S000167    ,Rigid truck > 3.5 tonnes,C,32
2022S000231    ,Motorcycle,A,32
2022S007738    ,Motorcycle,A,32
2021S001797    ,Motorcycle,A,32
2021S003133    ,SUV,B,32
2022S005416    ,Tourism,B,32
2021S001813    ,Tourism,B,32
2022S006915    ,Motorcycle,B,32
2021S003381    ,Tourism,B,32
2021S007454    ,Ciclomotor,AM,32
2021S003484    ,Tourism,B,32
2022S005053    ,SUV,B,32
2021S004540    ,Taxi,B,32
2021S004901    ,Motorcycle,B,32
2021S000531    ,Tourism,B,32
2021S005724    ,Tourism,B,32
2022S000586    ,Tourism,B,32
2021S001485    ,Tourism,B,32
2022S000782    ,Motorcycle,A,32
2021S000309    ,Tourism,B,32
2021S003870    ,Tourism,B,32
2022S004906    ,Quadricycle < 75 cc,B,32
2021S003770    ,Bicycle,AM,32
2022S001097    ,Tourism,B,32
2021S001871    ,Motorcycle,B,32
2022S001886    ,Motorcycle,B,32
2022S005161    ,Tourism,B,32
2021S001034    ,Ciclomotor,AM,32
2021S005138    ,Taxi,B,32
2021S003272    ,Bus,D,32
2021S000219    ,Tourism,B,32
2022S001093    ,Motorcycle,A,32
2022S006177    ,Motorcycle,A,32
2021S005046    ,Bus,D,32
2022S004197    ,Motorcycle,A,32
2021S002966    ,Taxi,B,32
2022S000982    ,Tourism,B,32
2021S000286    ,Tourism,B,32
2022S000747    ,Tourism,B,32
2022S004667    ,Motorcycle,A,32
2021S001006    ,Ciclomotor,AM,32
2022S001635    ,Bus,D,32
2022S006168    ,Van,B,32
2021S000096    ,Tourism,B,32
2021S003380    ,Tourism,B,32
2021S000497    ,Van,B,32
2022S007585    ,Tourism,B,32
2022S004834    ,Tourism,B,32
2022S001235    ,Motorcycle,A,32
2021S006384    ,Tourism,B,32
2021S005467    ,Tourism,B,32
2022S001556    ,Motorcycle,A,32
2021S006365    ,Tourism,B,32
2021S004099    ,Rigid truck <= 3.5 tonnes,B,32
2022S003216    ,Motorcycle,A,32
2021S002702    ,Motorcycle,B,32
2021S007362    ,Tourism,B,32
2021S000792    ,Tourism,B,32
2022S005809    ,Tourism,B,32
2021S006125    ,Tourism,B,32
2021S007043    ,Tourism,B,32
2022S003034    ,Tourism,B,32
2021S000219    ,Motorcycle,A,32
2021S003784    ,Veh. motor personal mobility,B,32
2021S002486    ,Tourism,B,32
2021S005285    ,Tourism,B,32
2022S000125    ,Tourism,B,32
2021S005929    ,Motorcycle,A,33
2022S004900    ,Tourism,B,33
2022S001634    ,Coach,D,33
2021S004623    ,Motorcycle,B,33
2022S000927    ,Tourism,B,33
2022S002393    ,Rigid truck <= 3.5 tonnes,B,33
2022S001522    ,Motorcycle,B,33
2021S006760    ,Motorcycle,B,33
2021S003400    ,Van,B,33
2021S004215    ,Tourism,B,33
2022S003334    ,Tourism,B,33
2021S006925    ,Bus,D,33
2022S004516    ,Motorcycle,A2,33
2021S004921    ,Motorcycle,B,33
2021S005641    ,Motorcycle,A,33
2022S001407    ,Tourism,B,33
2022S004933    ,Van,B,33
2022S000241    ,Veh. motor personal mobility,B,33
2021S004442    ,Tourism,B,33
2021S004053    ,Tourism,B,33
2022S007151    ,Motorcycle,B,33
2021S007303    ,Motorcycle,A,33
2022S007198    ,Tourism,B,33
2021S000557    ,Tourism,B,33
2021S001021    ,Tourism,B,33
2021S000198    ,Motorcycle,A2,33
2022S004231    ,Motorcycle,B,33
2021S001306    ,Tourism,B,33
2022S000304    ,Bus,D,33
2021S005576    ,Tourism,B,33
2022S005798    ,Tourism,B,33
2022S006589    ,Tourism,B,33
2022S004608    ,Taxi,B,33
2021S006855    ,Tourism,B,33
2022S004098    ,Tourism,B,33
2022S001284    ,Van,B,33
2021S003061    ,Motorcycle,B,33
2021S007642    ,Tourism,B,33
2021S007557    ,Tourism,B,33
2021S006860    ,Tourism,B,33
2022S006393    ,Tourism,B,33
2021S005524    ,Van,B,33
2022S005093    ,Tourism,B,33
2022S000435    ,Tourism,B,33
2021S004150    ,Tourism,B,33
2022S000068    ,Tourism,B,33
2021S003418    ,Van,B,33
2022S006853    ,Motorcycle,A1,33
2021S005266    ,Tourism,B,33
2021S001521    ,Tourism,B,33
2021S004919    ,Van,B,33
2022S002314    ,Tourism,B,33
2022S005087    ,Tourism,B,33
2022S003468    ,Tourism,B,33
2021S005447    ,Tourism,B,33
2022S006211    ,Articulated bus,D,33
2022S007915    ,Tourism,B,33
2021S006502    ,Bus,D,33
2021S000921    ,Van,B,33
2021S002338    ,Motorcycle,B,33
2021S007138    ,Tourism,B,33
2022S002603    ,Motorcycle,A,33
2021S001494    ,Tourism,B,33
2021S002648    ,Motorcycle,B,33
2022S005680    ,Tourism,B,33
2022S000541    ,Tourism,B,33
2021S002199    ,Tourism,B,33
2022S007323    ,Bus,B,33
2022S007622    ,Motorcycle,B,33
2021S001612    ,SUV,B,33
2021S004514    ,Tourism,B,33
2021S000310    ,Motorcycle,B,33
2021S002583    ,Tourism,B,33
2021S004264    ,Van,B,33
2022S004606    ,Tourism,B,33
2021S001820    ,Tourism,B,33
2021S004038    ,Tourism,B,33
2022S002980    ,Articulated bus,D,33
2021S007026    ,Tourism,B,33
2021S006845    ,Tourism,B,33
2021S001932    ,Bus,D,33
2022S002666    ,Motorcycle,B,33
2022S000317    ,Tourism,B,33
2022S003353    ,Tourism,B,33
2021S004038    ,Tourism,B,33
2022S002438    ,Tourism,B,33
2022S002748    ,Tourism,B,33
2021S002794    ,SUV,B,33
2022S006612    ,Van,B,33
2022S002190    ,Tourism,B,33
2022S007663    ,Motorcycle,A1,33
2022S000694    ,Motorcycle,A,33
2022S000902    ,Tourism,B,33
2022S006716    ,Tourism,B,33
2021S003724    ,Motorcycle,A2,33
2021S001115    ,Motorcycle,B,33
2022S004759    ,Ciclomotor,AM,33
2021S003543    ,Motorcycle,A2,33
2021S006214    ,Tourism,B,33
2021S007625    ,Motorcycle,B,33
2021S001785    ,Tourism,B,33
2022S005241    ,Motorcycle,A,33
2021S000265    ,Tractor truck,E C,33
2021S003817    ,Rigid truck <= 3.5 tonnes,C,33
2022S000029    ,Motorcycle,A1,33
2021S003044    ,Van,B,33
2022S007020    ,Motorcycle,B,33
2021S000393    ,Tourism,B,33
2021S004970    ,Tourism,B,33
2021S005783    ,Van,B,33
2022S004569    ,Ciclomotor,AM,33
2022S006564    ,Taxi,B,33
2022S001301    ,Motorcycle,A,33
2022S006662    ,Van,B,33
2021S005712    ,Tourism,B,33
2022S001121    ,Motorcycle,B,33
2022S006733    ,Motorcycle,A2,33
2021S004248    ,Veh. motor personal mobility,B,33
2021S001946    ,Van,B,33
2022S007445    ,Motorcycle,A,33
2021S004390    ,Tourism,B,33
2021S004190    ,Tourism,B,33
2021S003829    ,Motorcycle,B,33
2021S006619    ,Motorcycle,A,33
2022S002338    ,Tourism,B,33
2021S004535    ,Tractor truck,C,33
2021S006289    ,Tourism,B,33
2021S005298    ,Motorcycle,B,33
2022S004692    ,Motorcycle,A,33
2022S001710    ,Tourism,B,33
2022S004733    ,Motorcycle,B,33
2021S001350    ,Taxi,B,33
2022S000426    ,Tourism,B,33
2021S004767    ,Tourism,B,33
2022S006664    ,Rigid truck <= 3.5 tonnes,B,33
2021S004478    ,Tourism,B,33
2021S006131    ,Ciclomotor,AM,33
2021S002989    ,Van,B,33
2021S002594    ,Motorcycle,B,33
2021S003809    ,Tourism,B,33
2022S000407    ,Motorcycle,A,33
2021S005738    ,Ciclomotor,AM,33
2022S006660    ,Tourism,B,33
2022S008005    ,Tourism,B,33
2021S003693    ,Ciclomotor,B,33
2021S006990    ,Van,B,33
2021S004050    ,Motorcycle,A,33
2021S000216    ,Ciclomotor,Llicència,33
2021S003032    ,Van,B,33
2022S001898    ,Tourism,B,33
2022S007490    ,Motorcycle,B,33
2022S001819    ,Rigid truck <= 3.5 tonnes,B,33
2021S001909    ,Motorcycle,A,33
2022S002320    ,Motorcycle,B,33
2022S000674    ,SUV,B,33
2021S000214    ,Motorcycle,A,33
2022S001910    ,Tourism,B,33
2021S002155    ,Tourism,B,33
2022S000460    ,Motorcycle,B,33
2021S002753    ,Motorcycle,B,33
2022S006949    ,Bus,D,33
2022S005890    ,Tourism,B,33
2021S004416    ,Van,B,33
2021S007584    ,Motorcycle,B,33
2021S000590    ,Motorcycle,A1,33
2022S007277    ,Tourism,B,33
2021S001954    ,Motorcycle,A,33
2022S003051    ,Motorcycle,A,33
2022S001372    ,SUV,B,33
2021S002844    ,Tourism,B,33
2022S003976    ,Taxi,B,33
2022S005415    ,Tourism,B,33
2021S004186    ,Tourism,B,33
2022S001342    ,Tourism,B,33
2021S000974    ,Tourism,B,33
2021S006470    ,Bus,D,33
2021S002241    ,Tourism,B,33
2022S000400    ,Taxi,B,33
2022S000327    ,Tourism,B,33
2021S000952    ,Tourism,B,33
2021S000407    ,Tourism,B,33
2021S001443    ,Motorcycle,B,33
2021S004345    ,Motorcycle,A,33
2022S003096    ,Bicycle,B,33
2022S003368    ,Van,B,33
2021S006064    ,Ciclomotor,AM,33
2022S004406    ,Rigid truck > 3.5 tonnes,C,33
2021S003659    ,Motorcycle,A,33
2022S004003    ,Construction and service machinery,B,33
2021S002689    ,Motorcycle,A2,33
2022S005809    ,Motorcycle,A,33
2022S003806    ,Taxi,B,33
2022S006997    ,Tourism,B,33
2022S006238    ,Motorcycle,B,33
2022S000600    ,Bus,D,33
2022S004535    ,Tourism,B,33
2021S005850    ,Motorcycle,B,33
2022S005261    ,Taxi,B,33
2022S005922    ,Taxi,B,33
2021S006774    ,Motorcycle,B,33
2022S006829    ,Tourism,B,33
2022S006123    ,SUV,B,33
2021S007222    ,Rigid truck > 3.5 tonnes,C1,33
2022S005931    ,Van,B,33
2022S005212    ,Tourism,B,33
2022S001965    ,Ciclomotor,AM,33
2021S004222    ,Tourism,B,33
2022S004370    ,Motorcycle,A2,33
2022S001947    ,Van,B,33
2022S001420    ,Tourism,B,33
2022S003319    ,Tourism,B,33
2021S002482    ,Tourism,B,33
2021S004936    ,Taxi,B,33
2022S003005    ,Tourism,B,33
2022S000635    ,Tourism,B,33
2022S001173    ,Articulated bus,D,33
2022S001266    ,Bus,D,33
2022S007675    ,Van,B,33
2022S007650    ,Tourism,B,33
2021S005292    ,Tourism,B,33
2021S001566    ,Motorcycle,B,33
2021S003735    ,Van,B,33
2022S005309    ,Tourism,B,33
2021S005671    ,Van,B,33
2022S006903    ,Bus,B,33
2022S003928    ,Van,B,33
2022S000052    ,Bus,D,33
2022S000494    ,Tourism,B,33
2021S002978    ,Motorcycle,B,33
2021S002614    ,Taxi,B,33
2021S002509    ,Motorcycle,A2,33
2021S007055    ,Motorcycle,A,33
2022S007388    ,Motorcycle,A,33
2022S002108    ,SUV,B,33
2022S003696    ,Veh. motor personal mobility,B,33
2021S003106    ,Bus,D,33
2021S006795    ,Motorcycle,B,33
2021S001364    ,Tourism,B,33
2021S006946    ,Motorcycle,A,33
2022S002948    ,Van,B,33
2022S005109    ,Tourism,B,33
2022S000031    ,Tourism,B,33
2021S006703    ,Tourism,B,33
2021S007170    ,Tourism,B,33
2022S004145    ,Articulated bus,D,33
2021S001538    ,Tourism,B,33
2021S004351    ,Tourism,B,33
2022S003269    ,Tourism,B,33
2021S005341    ,Ciclomotor,B,33
2021S004660    ,Tourism,B,33
2021S006979    ,Motorcycle,A1,33
2022S004751    ,Tourism,B,33
2022S001809    ,Motorcycle,B,33
2022S003076    ,Bus,D,33
2022S002956    ,Motorcycle,A,33
2022S007241    ,Van,B,33
2022S004826    ,Motorcycle,A,33
2021S002052    ,Tourism,B,33
2022S000345    ,Ciclomotor,AM,33
2021S004281    ,Tourism,B,33
2022S000164    ,Van,B,33
2022S007778    ,Tourism,B,33
2021S002027    ,Tourism,B,33
2021S003336    ,Tourism,B,33
2021S001220    ,Tourism,B,33
2022S001920    ,Tourism,B,33
2021S004698    ,Tourism,B,33
2022S005135    ,Tourism,B,33
2022S002050    ,Van,B,33
2022S007905    ,Tourism,B,33
2021S007478    ,Motorcycle,A,33
2022S006674    ,Bicycle,B,33
2021S004146    ,Van,B,33
2022S006218    ,Tourism,B,33
2022S007674    ,Motorcycle,B,33
2021S003110    ,Tourism,B,33
2021S006595    ,Taxi,B,33
2022S001916    ,Van,Unkown,33
2021S000373    ,Van,B,33
2022S001408    ,Tourism,B,33
2022S004387    ,Tourism,B,33
2022S007066    ,Bus,D,33
2022S002106    ,Motorcycle,B,33
2022S004300    ,Tourism,B,33
2022S006665    ,Tourism,B,33
2021S003811    ,Motorcycle,A,33
2021S003840    ,Van,B,33
2022S000342    ,Motorcycle,A,33
2022S006241    ,SUV,B,33
2022S002802    ,SUV,B,33
2022S002572    ,Tourism,B,33
2021S002389    ,Motorcycle,A,33
2022S000252    ,Tourism,B,33
2021S005062    ,Van,B,33
2022S000363    ,Van,B,33
2022S002301    ,Tourism,B,33
2022S001214    ,Van,B,33
2022S000410    ,Motorcycle,B,33
2022S001076    ,Motorcycle,A,33
2021S000701    ,Tourism,B,33
2021S007606    ,Van,B,33
2022S005522    ,Van,B,33
2022S005451    ,Motorcycle,B,33
2022S000303    ,Van,B,33
2021S006676    ,Tourism,B,33
2022S000808    ,Motorcycle,A,33
2022S005970    ,Motorcycle,B,33
2021S005774    ,Motorcycle,B,33
2021S001402    ,Tourism,B,33
2021S001447    ,Tourism,B,33
2022S003690    ,Tourism,B,33
2021S006201    ,Tourism,B,33
2022S000276    ,Motorcycle,A,33
2022S003670    ,Articulated bus,D,33
2022S000301    ,Van,B,33
2022S007233    ,Taxi,B,33
2021S003036    ,Motorcycle,B,33
2021S007329    ,Motorcycle,A,33
2022S006817    ,Motorcycle,A,33
