Case_number,Type_of_vehicle,License type,Age license
2022S005171    ,Tourism,B,33
2022S007565    ,Tourism,B,33
2021S003774    ,Tourism,B,33
2021S001884    ,Tourism,B,33
2022S002762    ,Motorcycle,B,33
2021S004286    ,Bicycle,B,33
2021S000990    ,Tourism,B,33
2022S001765    ,Tourism,B,33
2021S003657    ,Taxi,B,33
2022S003691    ,Motorcycle,B,33
2022S002615    ,Taxi,B,33
2021S006982    ,Tourism,B,33
2021S006534    ,Tourism,B,33
2022S007693    ,Motorcycle,B,33
2021S006811    ,Motorcycle,B,33
2021S005301    ,Tourism,B,33
2022S000433    ,Tourism,B,33
2022S007531    ,Tourism,B,33
2022S005835    ,Motorcycle,A,33
2021S001958    ,Tourism,B,33
2022S003895    ,Tourism,B,33
2021S007049    ,Motorcycle,A,33
2021S001465    ,Motorcycle,A,33
2021S006442    ,Motorcycle,B,33
2022S007322    ,SUV,B,33
2021S000927    ,Tourism,B,33
2022S000749    ,Tourism,B,33
2021S007634    ,Ciclomotor,B,33
2021S000240    ,Tourism,B,33
2021S003990    ,Articulated bus,D,33
2022S005790    ,Tourism,B,33
2021S001106    ,Van,B,33
2022S004688    ,Tourism,B,33
2021S004194    ,Tourism,B,33
2021S004848    ,Rigid truck <= 3.5 tonnes,B,33
2022S000372    ,SUV,B,33
2021S005943    ,Motorcycle,A2,33
2021S005844    ,Motorcycle,B,33
2022S007121    ,Tourism,B,33
2022S001469    ,Rigid truck <= 3.5 tonnes,C,33
2022S002419    ,Veh. motor personal mobility,AM,33
2022S003324    ,Tourism,B,33
2022S003243    ,Tourism,B,33
2021S005103    ,Van,B,33
2021S004059    ,Tourism,B,33
2021S000474    ,Tourism,B,33
2021S004892    ,Tourism,B,33
2022S004385    ,Bicycle,B,33
2021S007121    ,Tourism,B,33
2022S005838    ,Tourism,B,33
2022S003218    ,Tourism,B,33
2022S003078    ,Motorcycle,A2,33
2022S001096    ,Tourism,B,33
2021S006905    ,Motorcycle,B,33
2021S005570    ,Motorcycle,A2,33
2022S005974    ,Motorcycle,A,33
2022S001018    ,Tourism,B,33
2021S003382    ,Tourism,B,33
2021S007137    ,Tourism,B,33
2021S003452    ,Tourism,B,33
2021S004794    ,Tourism,B,33
2021S007098    ,Van,B,33
2021S001884    ,Motorcycle,B,33
2022S006493    ,Tourism,B,33
2021S005247    ,Bicycle,B,33
2022S007883    ,Motorcycle,A1,33
2021S000719    ,Tourism,B,33
2022S003985    ,Articulated bus,D,33
2021S006333    ,Tourism,B,33
2021S004430    ,Tourism,B,33
2022S006167    ,Tourism,B,33
2022S003070    ,Tourism,B,33
2022S000213    ,Motorcycle,A,33
2021S005458    ,Van,B,33
2022S005653    ,Rigid truck <= 3.5 tonnes,B,33
2021S000524    ,Tourism,B,33
2022S001668    ,Bus,D,33
2022S007325    ,Motorcycle,A,34
2021S004728    ,Motorcycle,B,34
2021S007226    ,Tourism,B,34
2021S007255    ,Tourism,B,34
2021S003721    ,Tourism,B,34
2021S003358    ,Motorcycle,A,34
2021S003674    ,Tourism,B,34
2022S003805    ,Tourism,B,34
2021S003896    ,Bus,D,34
2022S002257    ,Tourism,B,34
2022S007503    ,Van,B,34
2021S000447    ,Rigid truck <= 3.5 tonnes,B,34
2022S005077    ,Bus,D,34
2022S002770    ,Motorcycle,A,34
2022S005307    ,Motorcycle,B,34
2022S001871    ,Tourism,B,34
2021S004491    ,Motorcycle,B,34
2021S005694    ,Van,B,34
2021S004517    ,Tourism,B,34
2021S000877    ,Motorcycle,B,34
2021S000019    ,Motorcycle,B,34
2022S007958    ,Ciclomotor,AM,34
2021S003509    ,Tourism,B,34
2021S002450    ,Tourism,B,34
2021S005772    ,Motorcycle,A,34
2021S006948    ,Motorcycle,A,34
2021S003358    ,Tourism,B,34
2021S002018    ,Tourism,B,34
2021S006060    ,Motorcycle,B,34
2021S007584    ,SUV,B,34
2021S004678    ,Rigid truck <= 3.5 tonnes,B,34
2022S007790    ,Tourism,B,34
2022S007838    ,Motorcycle,B,34
2022S003309    ,Motorcycle,B,34
2021S005915    ,Motorcycle,A,34
2021S002477    ,Motorcycle,B,34
2021S005070    ,Tourism,B,34
2022S005362    ,Motorcycle,B,34
2021S000831    ,Tourism,B,34
2021S000757    ,Tourism,B,34
2022S005898    ,Tourism,B,34
2022S006722    ,Tourism,B,34
2022S002435    ,Tourism,B,34
2021S000941    ,Tourism,B,34
2021S004754    ,Tourism,B,34
2022S007762    ,Motorcycle,A,34
2021S005076    ,Motorcycle,B,34
2022S001345    ,Tourism,B,34
2021S006390    ,Van,B,34
2021S002169    ,Van,B,34
2021S000592    ,Motorcycle,B,34
2021S006089    ,Motorcycle,A,34
2022S002312    ,Motorcycle,B,34
2022S006080    ,Motorcycle,A,34
2021S007296    ,Taxi,B,34
2022S006939    ,Motorcycle,B,34
2022S004778    ,Tourism,B,34
2022S006698    ,Tourism,B,34
2022S001436    ,Motorcycle,B,34
2022S007912    ,Motorcycle,A,34
2022S005870    ,Tourism,B,34
2021S005970    ,Tourism,B,34
2021S005331    ,Tourism,B,34
2021S004138    ,Ciclomotor,B,34
2022S001604    ,Van,B,34
2021S000500    ,Bus,D,34
2021S005961    ,Motorcycle,A,34
2021S004375    ,Motorcycle,A,34
2022S004621    ,Motorcycle,B,34
2021S001355    ,Bus,D,34
2021S002117    ,Motorcycle,A,34
2021S005034    ,Tourism,B,34
2022S005560    ,Tourism,B,34
2021S006351    ,Tourism,B,34
2021S006059    ,Motorcycle,B,34
2021S004433    ,Tourism,B,34
2022S000236    ,Tourism,B,34
2022S001004    ,Bicycle,B,34
2022S001315    ,Tourism,B,34
2022S000646    ,Motorcycle,B,34
2021S003069    ,Motorcycle,A,34
2022S007632    ,Tourism,B,34
2021S001895    ,Tourism,B,34
2021S003032    ,Van,B,34
2021S002093    ,Tourism,B,34
2021S007654    ,Tourism,B,34
2022S006711    ,Tourism,B,34
2022S000220    ,Tourism,B,34
2021S001242    ,Tourism,B,34
2022S002854    ,Motorcycle,A,34
2022S006783    ,Motorcycle,B,34
2021S002064    ,Tourism,B,34
2022S002930    ,Van,B,34
2021S004979    ,Tourism,B,34
2022S002325    ,Motorcycle,B,34
2021S007664    ,Tourism,B,34
2022S006553    ,Motorcycle,A1,34
2022S006553    ,Motorcycle,A1,34
2021S000342    ,Motorcycle,A,34
2021S004488    ,Van,B,34
2021S001816    ,Motorcycle,A,34
2022S003233    ,Tourism,B,34
2022S001175    ,Taxi,B,34
2021S001263    ,Rigid truck > 3.5 tonnes,C,34
2021S004701    ,Tourism,B,34
2022S002293    ,Motorcycle,B,34
2022S005719    ,Motorcycle,B,34
2022S005833    ,Motorcycle,A,34
2022S001365    ,Motorcycle,B,34
2021S000431    ,Tourism,B,34
2022S001575    ,Motorcycle,A,34
2021S004166    ,Tourism,B,34
2021S004627    ,Motorcycle,A,34
2022S001519    ,Motorcycle,A,34
2022S003907    ,Motorcycle,A,34
2021S006981    ,Ciclomotor,AM,34
2021S006465    ,Tourism,B,34
2022S005070    ,Tourism,B,34
2021S003996    ,Motorcycle,A,34
2022S001118    ,Motorcycle,A,34
2021S000337    ,Tourism,B,34
2021S006881    ,Articulated bus,E D,34
2022S004642    ,Van,B,34
2022S001222    ,Tourism,B,34
2022S003680    ,Tourism,B,34
2021S001557    ,Tourism,B,34
2022S000983    ,Bus,D,34
2022S002640    ,Motorcycle,B,34
2022S004157    ,Tourism,B,34
2021S006074    ,Tourism,B,34
2022S000738    ,Tourism,B,34
2021S001758    ,Van,B,34
2022S002809    ,Van,B,34
2022S003346    ,Van,B,34
2022S006399    ,Tourism,B,34
2021S006769    ,Motorcycle,A,34
2022S005223    ,Motorcycle,B,34
2021S000249    ,Tourism,B,34
2021S002174    ,Tourism,B,34
2022S006346    ,Taxi,B,34
2021S006603    ,Motorcycle,B,34
2021S005431    ,Motorcycle,A,34
2021S004451    ,Tourism,B,34
2021S004587    ,Tourism,B,34
2022S001458    ,Motorcycle,B,34
2021S001643    ,Tourism,B,34
2021S003431    ,Ciclomotor,B,34
2021S005616    ,Van,B,34
2022S000655    ,Motorcycle,B,34
2022S003997    ,Tourism,B,34
2021S000093    ,Tourism,B,34
2022S000516    ,Tourism,B,34
2022S001051    ,Motorcycle,B,34
2021S004980    ,Bus,D,34
2022S001059    ,Tourism,B,34
2021S002087    ,Motorcycle,A,34
2021S006909    ,Motorcycle,A,34
2021S006419    ,Tourism,B,34
2022S006208    ,Motorcycle,A,34
2021S000137    ,Van,B,34
2021S004154    ,Motorcycle,A,34
2021S006128    ,Veh. motor personal mobility,B,34
2021S005563    ,Rigid truck <= 3.5 tonnes,B,34
2021S001670    ,Motorcycle,B,34
2021S003389    ,Tourism,B,34
2022S002406    ,Motorcycle,A,34
2022S000285    ,Tourism,B,34
2022S002899    ,Bicycle,A,34
2021S006552    ,Motorcycle,A1,34
2022S006958    ,Tourism,B,34
2021S004929    ,Van,B,34
2021S005942    ,Tourism,B,34
2022S004319    ,Motorcycle,A1,34
2021S006030    ,Motorcycle,A,34
2021S000499    ,Tourism,B,34
2022S003101    ,Articulated bus,D,34
2022S000769    ,Motorcycle,B,34
2022S001517    ,Articulated bus,D,34
2022S001927    ,Tourism,B,34
2021S003612    ,Tourism,B,34
2021S005147    ,Bus,D,34
2022S006878    ,Van,B,34
2021S001041    ,Tourism,B,34
2022S001826    ,Tourism,B,34
2022S006883    ,Bus,D,34
2022S003463    ,Tourism,B,34
2022S001379    ,Van,B,34
2021S005199    ,Tourism,B,34
2021S004512    ,Tourism,B,34
2022S006884    ,Bus,D,34
2021S002452    ,Motorcycle,A,34
2022S004450    ,Tourism,B,34
2021S007557    ,Tourism,B,34
2021S006403    ,Motorcycle,B,34
2021S000080    ,Motorcycle,B,34
2021S000900    ,Motorcycle,B,34
2021S004711    ,Tourism,B,34
2022S003069    ,Tourism,B,34
2021S004192    ,Tourism,B,34
2022S000562    ,Tourism,B,34
2022S002018    ,Bus,D,34
2022S002953    ,Tourism,B,34
2021S007468    ,Motorcycle,B,34
2021S001576    ,Van,B,34
2022S001889    ,Van,B,34
2022S007633    ,Tourism,B,34
2022S001545    ,Motorcycle,B,34
2021S003048    ,Motorcycle,A,34
2021S004353    ,Motorcycle,A,34
2021S003965    ,SUV,B,34
2021S006271    ,Motorcycle,A,34
2021S001136    ,Motorcycle,A,34
2021S004844    ,Taxi,B,34
2021S005408    ,Tourism,B,34
2021S006486    ,Tourism,B,34
2022S004223    ,Motorcycle,A,34
2022S003405    ,Motorcycle,A,34
2022S007386    ,Motorcycle,A,34
2022S003620    ,Motorcycle,B,34
2021S004246    ,Tourism,B,34
2021S000283    ,Tourism,B,34
2021S001482    ,Taxi,B,34
2022S005340    ,Tourism,B,34
2021S006575    ,Tourism,B,34
2022S001032    ,Tourism,B,34
2022S004008    ,Motorcycle,B,34
2021S001379    ,Tourism,B,34
2021S004987    ,Van,B,34
2021S006348    ,Tourism,B,34
2021S004792    ,Van,C,34
2021S004699    ,Motorcycle,A,34
2021S000080    ,Tourism,B,34
2022S007370    ,Van,B,34
2022S000267    ,Tourism,B,34
2022S002510    ,Motorcycle,B,34
2021S006625    ,Motorcycle,B,34
2022S003416    ,Bicycle,B,34
2021S002296    ,Van,B,34
2021S006471    ,Tourism,B,34
2022S007285    ,Tourism,B,34
2022S004147    ,Motorcycle,A,34
2022S003026    ,Motorcycle,B,34
2022S005816    ,Motorcycle,A,34
2022S000816    ,Tourism,B,34
2021S001095    ,Motorcycle,B,34
2021S007470    ,Tourism,B,34
2022S002073    ,Motorcycle,B,34
2022S001008    ,Motorcycle,B,34
2021S007269    ,Van,B,34
2021S005489    ,Tourism,B,34
2021S004323    ,Motorcycle,A,34
2022S004109    ,Bicycle,B,34
2021S006719    ,Motorcycle,A,34
2022S003924    ,Tourism,B,34
2021S005602    ,Motorcycle,A,34
2021S004049    ,Tourism,B,34
2021S003164    ,Construction and service machinery,B,34
2021S001180    ,Motorcycle,B,34
2021S003795    ,Van,B,34
2021S002095    ,Motorcycle,A,34
2021S005292    ,Rigid truck > 3.5 tonnes,B,34
2022S001512    ,Motorcycle,A,34
2022S002841    ,SUV,B,34
2022S004739    ,Van,B,34
2022S003200    ,Taxi,B,34
2021S003548    ,Tourism,B,34
2022S006490    ,Motorcycle,B,34
2021S004870    ,Taxi,B,34
2022S003623    ,Tourism,B,34
2021S005475    ,Tourism,B,34
2021S001794    ,Motorcycle,A,34
2022S006902    ,Tourism,B,34
2021S003114    ,Taxi,B,34
2021S005495    ,SUV,B,34
2022S000522    ,Taxi,B,34
2022S000167    ,Motorcycle,A2,34
2021S003356    ,Tourism,B,34
2022S000061    ,Motorcycle,A,34
2022S005006    ,Motorcycle,A,34
2022S004135    ,Tourism,B,34
2022S000695    ,Motorcycle,A,34
2021S000907    ,Van,B,34
2022S000221    ,Tourism,B,34
2022S000340    ,Tourism,B,34
2022S002653    ,Motorcycle,B,34
2022S007437    ,Tourism,B,34
2022S007665    ,Tourism,B,34
2022S001873    ,Tourism,B,34
2022S007098    ,Motorcycle,A1,34
2022S002521    ,Bus,B,34
2022S001423    ,Van,B,34
2022S007143    ,Motorcycle,A2,34
2021S005319    ,Tourism,B,34
2022S005775    ,Tourism,B,34
2022S002841    ,Van,B,34
2022S001372    ,Motorcycle,B,34
2021S007544    ,Motorcycle,A,34
2022S006844    ,Tourism,B,34
2022S001313    ,Motorcycle,A,34
2021S004866    ,Van,B,34
2022S004810    ,Bicycle,AM,34
2021S000328    ,Tourism,B,34
2021S006397    ,Articulated bus,D,34
2022S001538    ,Tourism,B,34
2022S005726    ,Taxi,B,34
2022S007318    ,Motorcycle,B,34
2022S001016    ,Taxi,B,34
2021S006759    ,Rigid truck <= 3.5 tonnes,B,34
2022S007691    ,Tourism,B,34
2022S005726    ,Motorcycle,B,34
2021S006816    ,Van,B,34
2021S001661    ,Tourism,B,34
2021S002791    ,SUV,B,34
2021S002960    ,Motorcycle,B,34
2022S004273    ,Tourism,B,34
2022S002271    ,Motorcycle,A,34
2022S004951    ,Motorcycle,B,34
2021S005647    ,Tourism,B,34
2022S001665    ,Tourism,B,34
2022S005367    ,Motorcycle,B,34
2021S003473    ,Tourism,B,34
2022S002192    ,Tourism,B,34
2021S004060    ,Tourism,B,34
2021S002425    ,Tourism,B,34
2022S006461    ,Taxi,B,34
2021S001806    ,Tourism,B,34
2021S000429    ,SUV,B,34
2022S003846    ,Tourism,B,34
2022S001202    ,Tourism,B,34
2022S001858    ,Ambulance,B,34
2022S005810    ,Tourism,B,34
2022S006095    ,Tourism,B,34
2022S000952    ,Motorcycle,A1,34
2022S004037    ,Tourism,B,34
2022S000952    ,Tourism,B,34
2022S003361    ,Tourism,B,34
2022S003280    ,Van,B,34
2021S000721    ,Motorcycle,A,34
2022S006169    ,Tourism,B,34
2022S004294    ,Motorcycle,A,34
2022S003546    ,Motorcycle,A,34
2022S005460    ,Motorcycle,A1,34
2021S006560    ,Taxi,B,34
2022S004645    ,Van,B,34
2021S002948    ,Motorcycle,A,34
2021S007131    ,Tourism,B,34
2022S005555    ,Motorcycle,B,34
2021S003183    ,Tourism,B,34
2021S001625    ,Tractor truck,E C,34
2021S002120    ,Tourism,B,34
2021S003496    ,Motorcycle,B,34
2021S005229    ,Veh. motor personal mobility,A,34
2021S006447    ,Tourism,B,34
2022S000390    ,Tourism,B,34
2022S005196    ,Tourism,B,34
2022S002023    ,Tourism,B,34
2021S000862    ,Motorcycle,A2,34
2022S000115    ,Tourism,B,34
2021S006300    ,Tourism,B,34
2022S006933    ,Tourism,B,34
2021S003826    ,Motorcycle,B,34
2021S003488    ,Tourism,B,34
2022S002453    ,Tourism,B,34
2021S004048    ,Van,B,35
2022S005568    ,Motorcycle,A,35
2022S007153    ,Motorcycle,A,35
2021S000664    ,Tourism,B,35
2022S006621    ,Tourism,B,35
2021S006295    ,Taxi,B,35
2022S002344    ,Taxi,B,35
2022S003208    ,Motorcycle,A,35
2022S005522    ,Motorcycle,B,35
2021S001815    ,Motorcycle,A,35
2021S000508    ,Van,B,35
2021S006389    ,Tourism,B,35
2022S006313    ,Van,B,35
2021S000748    ,Tourism,B,35
2022S004455    ,Motorcycle,B,35
2021S003744    ,Bus,D,35
2021S002884    ,Taxi,B,35
2021S005758    ,Tourism,B,35
2022S004789    ,Motorcycle,B,35
2022S007162    ,Tourism,B,35
2022S007798    ,Motorcycle,B,35
2022S002378    ,Bicycle,B,35
2022S003364    ,Motorcycle,B,35
2021S005585    ,Tourism,B,35
2021S000982    ,Taxi,B,35
2021S000040    ,Taxi,B,35
2021S003339    ,Motorcycle,A,35
2021S000813    ,Tourism,B,35
2022S002305    ,Ambulance,B,35
2022S002422    ,Tourism,B,35
2022S005944    ,Tourism,B,35
2022S006436    ,Motorcycle,A,35
2022S005838    ,Tourism,B,35
2022S005562    ,Motorcycle,B,35
2021S005922    ,Tourism,B,35
2022S001812    ,Tourism,B,35
2021S006777    ,Tourism,B,35
2022S005728    ,Motorcycle,A,35
2021S000673    ,Tourism,B,35
2021S001939    ,Tourism,B,35
2022S000374    ,Tourism,B,35
2022S007846    ,Tourism,B,35
2022S002034    ,Motorcycle,A,35
2021S001690    ,Bus,B,35
2022S002786    ,Van,B,35
2022S003480    ,Tourism,B,35
2022S000499    ,Tourism,B,35
2021S001978    ,Motorcycle,B,35
2022S005534    ,Bicycle,B,35
2022S000495    ,Tourism,B,35
2022S006456    ,Tourism,B,35
2021S005570    ,Tourism,B1,35
2022S006299    ,Motorcycle,A,35
2021S005671    ,Tourism,B,35
2022S000768    ,Taxi,B,35
2022S007356    ,Van,B,35
2022S007279    ,Motorcycle,B,35
2022S006698    ,SUV,B,35
2022S000441    ,Taxi,B,35
2021S002023    ,Tourism,B,35
2022S001290    ,Motorcycle,B,35
2021S007139    ,Other,B,35
2021S001585    ,Motorcycle,B,35
2021S007346    ,Tourism,B,35
2021S007399    ,Tourism,B,35
2022S005604    ,Motorcycle,A,35
2021S000688    ,Ciclomotor,AM,35
2022S001578    ,Tourism,B,35
2021S004752    ,Motorcycle,B,35
2022S006636    ,Tourism,B,35
2021S007118    ,Tourism,B,35
2021S004827    ,Tourism,B,35
2022S005820    ,Taxi,B,35
2022S001503    ,Motorcycle,A1,35
2022S007507    ,Tourism,B,35
2022S002641    ,Tourism,B,35
2021S000652    ,Taxi,B,35
2021S006543    ,Van,B,35
2021S005601    ,Motorcycle,A,35
2022S003033    ,Tourism,B,35
2022S002132    ,Motorcycle,B,35
2021S004189    ,Veh. motor personal mobility,B,35
2022S003162    ,Tourism,B,35
2022S000766    ,Tourism,B,35
2022S002936    ,Veh. motor personal mobility,B,35
2022S005234    ,Motorcycle,B,35
2021S005088    ,Tourism,B,35
2022S001312    ,Tourism,B,35
2022S000488    ,Ciclomotor,AM,35
2021S006865    ,Tourism,B,35
2022S002429    ,Motorcycle,A,35
2022S006070    ,Tourism,B,35
2021S004415    ,Motorcycle,A,35
2022S005520    ,Tourism,B,35
2021S004564    ,Tourism,B,35
2022S007539    ,Tourism,B,35
2021S002946    ,Motorcycle,B,35
2021S003136    ,Taxi,B,35
2021S001188    ,Tourism,B,35
2021S002829    ,Motorcycle,A,35
2022S003563    ,Tourism,B,35
2021S006399    ,Bus,C,35
2022S000196    ,Tourism,B,35
2021S003335    ,Tourism,B,35
2021S003516    ,Tourism,B,35
2022S004089    ,Tourism,B,35
2022S002113    ,Bicycle,B,35
2022S003419    ,Tourism,B,35
2021S004208    ,Motorcycle,B,35
2022S003467    ,Tourism,B,35
2022S007271    ,Tourism,B,35
2021S002356    ,Tourism,B,35
2021S002572    ,Tourism,B,35
2021S001335    ,Motorcycle,B,35
2021S002031    ,Van,B,35
2022S000335    ,Motorcycle,A2,35
2022S001702    ,SUV,B,35
2021S004387    ,Van,B,35
2021S006956    ,Tourism,B,35
2021S002159    ,Tourism,B,35
2021S003814    ,Rigid truck <= 3.5 tonnes,B,35
2021S002169    ,Motorcycle,A,35
2022S006509    ,Motorcycle,B,35
2021S002607    ,Tourism,B,35
2021S006682    ,Tourism,B,35
2022S005843    ,Van,B,35
2022S007759    ,Tourism,B,35
2021S000345    ,Van,B,35
2021S004869    ,Rigid truck <= 3.5 tonnes,B,35
2022S003135    ,Bicycle,AM,35
2022S001192    ,Tourism,B,35
2021S004795    ,Tourism,B,35
2021S007602    ,Tourism,B,35
2022S002078    ,Tourism,B,35
2022S002031    ,Motorcycle,B,35
2021S006404    ,Ciclomotor,B,35
2022S000138    ,Motorcycle,A,35
2022S004040    ,Motorcycle,A,35
2022S007605    ,Ciclomotor,A1,35
2021S003388    ,Motorcycle,A,35
2022S004155    ,Taxi,B,35
2021S000183    ,Motorcycle,B,35
2021S000527    ,Rigid truck <= 3.5 tonnes,B,35
2022S003352    ,Tourism,B,35
2021S000177    ,Motorcycle,B,35
2021S006448    ,Motorcycle,B,35
2022S003627    ,Tourism,B,35
2021S004595    ,SUV,B,35
2022S002173    ,Rigid truck <= 3.5 tonnes,B,35
2022S002438    ,Tourism,B,35
2021S002153    ,Tourism,B,35
2022S000287    ,Tourism,B,35
2022S004714    ,Ciclomotor,A,35
2021S003742    ,Tourism,B,35
2021S005050    ,Motorcycle,A,35
2022S001762    ,Van,B,35
2022S001805    ,Van,B,35
2021S003810    ,Ciclomotor,AM,35
2022S006441    ,Motorcycle,A1,35
2022S002015    ,Ciclomotor,AM,35
2021S001262    ,Tourism,B,35
2021S002643    ,Motorcycle,B,35
2022S003822    ,Tourism,B,35
2021S000464    ,Tourism,B,35
2021S004515    ,Tourism,B,35
2021S003604    ,Tourism,B,35
2022S006318    ,Tourism,B,35
2021S000865    ,Motorcycle,B,35
2022S004531    ,Tourism,B,35
2022S002816    ,Tourism,B,35
2021S002144    ,Tourism,B,35
2021S007081    ,Motorcycle,B,35
2021S002308    ,Tourism,B,35
2021S003841    ,Tourism,B,35
2022S002375    ,Taxi,B,35
2021S004999    ,Tourism,B,35
2021S000576    ,Motorcycle,A,35
2021S003465    ,Tourism,B,35
2021S002560    ,Tourism,B,35
2021S007325    ,Tourism,B,35
2022S006728    ,Motorcycle,A,35
2022S002040    ,Van,B,35
2021S004103    ,Tourism,B,35
2021S000929    ,Tourism,B,35
2022S006385    ,Tourism,B,35
2022S001443    ,Motorcycle,A,35
2022S003272    ,Motorcycle,A2,35
2021S006023    ,Motorcycle,B,35
2021S004793    ,Tourism,B,35
2022S001067    ,Van,B,35
2022S006509    ,Tourism,B,35
2021S006478    ,Van,B,35
2022S001914    ,Motorcycle,B,35
2022S002966    ,Motorcycle,A,35
2021S001230    ,Van,B,35
2022S005009    ,Tourism,B,35
2021S004273    ,Ciclomotor,AM,35
2022S000681    ,Motorcycle,A,35
2022S007960    ,Motorcycle,A,35
2022S004775    ,Tourism,B,35
2022S000332    ,Motorcycle,A,35
2022S003311    ,Taxi,B,35
2022S003459    ,SUV,B,35
2022S006900    ,Tourism,B,35
2021S002999    ,Articulated bus,D,35
2022S007230    ,Motorcycle,A,35
2021S003134    ,Tourism,BTP,35
2021S005282    ,Motorcycle,A,35
2021S005078    ,Tourism,B,35
2022S007303    ,Articulated bus,B,35
2022S003477    ,Tourism,B,35
2022S003014    ,Van,B,35
2022S003996    ,Motorcycle,A,35
2021S006961    ,Tourism,B,35
2022S005624    ,Motorcycle,A,35
2021S004721    ,Tourism,B,35
2021S004846    ,Tourism,B,35
2021S002321    ,Motorcycle,B,35
2022S007196    ,Tourism,B,35
2022S002617    ,Motorcycle,B,35
2021S006557    ,Motorcycle,A,35
2022S005803    ,Motorcycle,A,35
2022S004021    ,Tourism,B,35
2021S001623    ,Tourism,B,35
2021S006683    ,Tourism,B,35
2022S007410    ,Van,B,35
