Numero_expedient,Descripcio_causa_mediata
2022S001890    ,No hi ha causa mediata
2022S001902    ,No hi ha causa mediata
2022S001883    ,No hi ha causa mediata
2022S001891    ,No hi ha causa mediata
2022S001893    ,No hi ha causa mediata
2022S001895    ,No hi ha causa mediata
2022S001905    ,Objectes o animals a la calçada
2022S001882    ,No hi ha causa mediata
2022S001907    ,No hi ha causa mediata
2022S001879    ,Alcoholèmia
2022S001904    ,No hi ha causa mediata
2022S001898    ,No hi ha causa mediata
2022S001894    ,No hi ha causa mediata
2022S001881    ,Alcoholèmia
2022S001889    ,No hi ha causa mediata
2022S001896    ,No hi ha causa mediata
2022S001914    ,No hi ha causa mediata
2022S001925    ,No hi ha causa mediata
2022S001928    ,No hi ha causa mediata
2022S001926    ,No hi ha causa mediata
2022S001919    ,No hi ha causa mediata
2022S001915    ,No hi ha causa mediata
2022S001917    ,No hi ha causa mediata
2022S001923    ,No hi ha causa mediata
2022S001916    ,No hi ha causa mediata
2022S001931    ,No hi ha causa mediata
2022S001911    ,Alcoholèmia
2022S001918    ,No hi ha causa mediata
2022S001921    ,No hi ha causa mediata
2022S001922    ,No hi ha causa mediata
2022S001920    ,No hi ha causa mediata
2022S001909    ,Alcoholèmia
2022S001913    ,No hi ha causa mediata
2022S001924    ,No hi ha causa mediata
2022S001927    ,No hi ha causa mediata
2022S001929    ,No hi ha causa mediata
2022S001912    ,No hi ha causa mediata
2022S001932    ,No hi ha causa mediata
2022S001946    ,No hi ha causa mediata
2022S001935    ,No hi ha causa mediata
2022S001934    ,No hi ha causa mediata
2022S001937    ,No hi ha causa mediata
2022S001939    ,No hi ha causa mediata
2022S001941    ,No hi ha causa mediata
2022S001930    ,No hi ha causa mediata
2022S001938    ,No hi ha causa mediata
2022S001936    ,Alcoholèmia
2022S001940    ,No hi ha causa mediata
2022S001933    ,No hi ha causa mediata
2022S001945    ,No hi ha causa mediata
2022S001942    ,No hi ha causa mediata
2022S001943    ,No hi ha causa mediata
2022S001947    ,No hi ha causa mediata
2022S001944    ,No hi ha causa mediata
2022S001955    ,No hi ha causa mediata
2022S001971    ,Alcoholèmia
2022S001965    ,No hi ha causa mediata
2022S001981    ,No hi ha causa mediata
2022S002005    ,No hi ha causa mediata
2022S001953    ,No hi ha causa mediata
2022S001958    ,No hi ha causa mediata
2022S001962    ,No hi ha causa mediata
2022S001960    ,No hi ha causa mediata
2022S001964    ,No hi ha causa mediata
2022S001963    ,No hi ha causa mediata
2022S001956    ,No hi ha causa mediata
2022S001990    ,No hi ha causa mediata
2022S001969    ,No hi ha causa mediata
2022S001950    ,No hi ha causa mediata
2022S001970    ,No hi ha causa mediata
2022S001949    ,No hi ha causa mediata
2022S001972    ,No hi ha causa mediata
2022S001961    ,No hi ha causa mediata
2022S001966    ,No hi ha causa mediata
2022S001968    ,No hi ha causa mediata
2022S001951    ,No hi ha causa mediata
2022S001967    ,No hi ha causa mediata
2022S001954    ,No hi ha causa mediata
2022S001957    ,No hi ha causa mediata
2022S001952    ,No hi ha causa mediata
2022S001948    ,No hi ha causa mediata
2022S001959    ,No hi ha causa mediata
2022S001999    ,No hi ha causa mediata
2022S001995    ,No hi ha causa mediata
2022S002001    ,No hi ha causa mediata
2022S001986    ,No hi ha causa mediata
2022S001992    ,No hi ha causa mediata
2022S001987    ,No hi ha causa mediata
2022S001991    ,No hi ha causa mediata
2022S001996    ,No hi ha causa mediata
2022S001984    ,No hi ha causa mediata
2022S001979    ,No hi ha causa mediata
2022S002003    ,No hi ha causa mediata
2022S001980    ,No hi ha causa mediata
2022S001985    ,No hi ha causa mediata
2022S001993    ,No hi ha causa mediata
2022S002002    ,No hi ha causa mediata
2022S001976    ,No hi ha causa mediata
2022S001978    ,No hi ha causa mediata
2022S001974    ,No hi ha causa mediata
2022S001982    ,No hi ha causa mediata
2022S002018    ,No hi ha causa mediata
2022S001749    ,No hi ha causa mediata
2022S002000    ,No hi ha causa mediata
2022S001997    ,No hi ha causa mediata
2022S001975    ,No hi ha causa mediata
2022S001983    ,Calçada en mal estat
2022S001977    ,No hi ha causa mediata
2022S002004    ,No hi ha causa mediata
2022S001973    ,No hi ha causa mediata
2022S001988    ,No hi ha causa mediata
2022S001998    ,No hi ha causa mediata
2022S001989    ,No hi ha causa mediata
2022S002015    ,No hi ha causa mediata
2022S002029    ,No hi ha causa mediata
2022S002024    ,No hi ha causa mediata
2022S002008    ,No hi ha causa mediata
2022S002013    ,No hi ha causa mediata
2022S002007    ,No hi ha causa mediata
2022S002033    ,No hi ha causa mediata
2022S002027    ,No hi ha causa mediata
2022S002011    ,No hi ha causa mediata
2022S002028    ,No hi ha causa mediata
2022S002012    ,No hi ha causa mediata
2022S002017    ,No hi ha causa mediata
2022S002010    ,No hi ha causa mediata
2022S002023    ,No hi ha causa mediata
2022S002020    ,No hi ha causa mediata
2022S002022    ,No hi ha causa mediata
2022S002021    ,No hi ha causa mediata
2022S002025    ,No hi ha causa mediata
2022S002006    ,No hi ha causa mediata
2022S002014    ,No hi ha causa mediata
2022S002016    ,No hi ha causa mediata
2022S002026    ,No hi ha causa mediata
2022S002009    ,No hi ha causa mediata
2022S002019    ,No hi ha causa mediata
2022S002060    ,No hi ha causa mediata
2022S002046    ,No hi ha causa mediata
2022S002043    ,No hi ha causa mediata
2022S002038    ,No hi ha causa mediata
2022S002040    ,No hi ha causa mediata
2022S002051    ,No hi ha causa mediata
2022S002036    ,No hi ha causa mediata
2022S002045    ,No hi ha causa mediata
2022S002068    ,No hi ha causa mediata
2022S002056    ,No hi ha causa mediata
2022S002049    ,No hi ha causa mediata
2022S002030    ,No hi ha causa mediata
2022S002057    ,No hi ha causa mediata
2022S002054    ,No hi ha causa mediata
2022S002048    ,No hi ha causa mediata
2022S002059    ,No hi ha causa mediata
2022S002064    ,No hi ha causa mediata
2022S002062    ,No hi ha causa mediata
2022S002047    ,No hi ha causa mediata
2022S002058    ,No hi ha causa mediata
2022S002053    ,No hi ha causa mediata
2022S002032    ,No hi ha causa mediata
2022S002050    ,No hi ha causa mediata
2022S003308    ,No hi ha causa mediata
2022S002039    ,No hi ha causa mediata
2022S002044    ,Alcoholèmia
2022S002042    ,No hi ha causa mediata
2022S002034    ,No hi ha causa mediata
2022S002031    ,No hi ha causa mediata
2022S002055    ,Excés de velocitat o inadequada
2022S002035    ,No hi ha causa mediata
2022S002052    ,No hi ha causa mediata
2022S002041    ,No hi ha causa mediata
2022S002067    ,No hi ha causa mediata
2022S002037    ,No hi ha causa mediata
2022S002088    ,No hi ha causa mediata
2022S002100    ,No hi ha causa mediata
2022S002082    ,No hi ha causa mediata
2022S002091    ,No hi ha causa mediata
2022S002071    ,No hi ha causa mediata
2022S002079    ,No hi ha causa mediata
2022S002098    ,No hi ha causa mediata
2022S002093    ,No hi ha causa mediata
2022S002074    ,No hi ha causa mediata
2022S002065    ,No hi ha causa mediata
2022S002081    ,No hi ha causa mediata
2022S002097    ,No hi ha causa mediata
2022S002063    ,Alcoholèmia
2022S002076    ,No hi ha causa mediata
2022S002092    ,No hi ha causa mediata
2022S002075    ,No hi ha causa mediata
2022S002094    ,No hi ha causa mediata
2022S002069    ,No hi ha causa mediata
2022S002061    ,Alcoholèmia
2022S002072    ,No hi ha causa mediata
2022S002085    ,No hi ha causa mediata
2022S002095    ,No hi ha causa mediata
2022S002084    ,No hi ha causa mediata
2022S002066    ,Alcoholèmia
2022S002086    ,No hi ha causa mediata
2022S002089    ,No hi ha causa mediata
2022S002087    ,No hi ha causa mediata
2022S002083    ,No hi ha causa mediata
2022S002090    ,No hi ha causa mediata
2022S002080    ,No hi ha causa mediata
2022S002077    ,No hi ha causa mediata
2022S002078    ,No hi ha causa mediata
2022S002096    ,No hi ha causa mediata
2022S002070    ,Calçada en mal estat
2022S002073    ,No hi ha causa mediata
2022S002104    ,No hi ha causa mediata
2022S002107    ,No hi ha causa mediata
2022S002105    ,No hi ha causa mediata
2022S002101    ,Alcoholèmia
2022S002103    ,No hi ha causa mediata
2022S002117    ,No hi ha causa mediata
2022S002099    ,No hi ha causa mediata
2022S002110    ,No hi ha causa mediata
2022S002108    ,No hi ha causa mediata
2022S002116    ,No hi ha causa mediata
2022S002114    ,No hi ha causa mediata
2022S002112    ,No hi ha causa mediata
2022S002111    ,No hi ha causa mediata
2022S002109    ,No hi ha causa mediata
2022S002115    ,No hi ha causa mediata
2022S002102    ,No hi ha causa mediata
2022S002106    ,No hi ha causa mediata
2022S002135    ,No hi ha causa mediata
2022S002113    ,No hi ha causa mediata
2022S002126    ,No hi ha causa mediata
2022S002121    ,No hi ha causa mediata
2022S002118    ,No hi ha causa mediata
2022S002127    ,No hi ha causa mediata
2022S002122    ,No hi ha causa mediata
2022S002125    ,No hi ha causa mediata
2022S002124    ,No hi ha causa mediata
2022S002123    ,No hi ha causa mediata
2022S002120    ,No hi ha causa mediata
2022S002119    ,No hi ha causa mediata
2022S002141    ,No hi ha causa mediata
2022S002142    ,No hi ha causa mediata
2022S002134    ,No hi ha causa mediata
2022S002147    ,No hi ha causa mediata
2022S002140    ,No hi ha causa mediata
2022S002148    ,No hi ha causa mediata
2022S002138    ,No hi ha causa mediata
2022S002144    ,No hi ha causa mediata
2022S002133    ,No hi ha causa mediata
2022S002143    ,No hi ha causa mediata
2022S002137    ,No hi ha causa mediata
2022S002139    ,Calçada en mal estat
2022S002128    ,No hi ha causa mediata
2022S002132    ,No hi ha causa mediata
2022S002136    ,No hi ha causa mediata
2022S002131    ,No hi ha causa mediata
2022S002130    ,No hi ha causa mediata
2022S002146    ,No hi ha causa mediata
2022S002145    ,No hi ha causa mediata
2022S002162    ,No hi ha causa mediata
2022S002158    ,No hi ha causa mediata
2022S002153    ,No hi ha causa mediata
2022S002164    ,Alcoholèmia
2022S002167    ,No hi ha causa mediata
2022S002157    ,No hi ha causa mediata
2022S002154    ,No hi ha causa mediata
2022S002160    ,No hi ha causa mediata
2022S002155    ,No hi ha causa mediata
2022S002159    ,No hi ha causa mediata
2022S002152    ,No hi ha causa mediata
2022S002163    ,No hi ha causa mediata
2022S002151    ,No hi ha causa mediata
2022S002149    ,Objectes o animals a la calçada
2022S002161    ,No hi ha causa mediata
2022S002150    ,No hi ha causa mediata
2022S002156    ,No hi ha causa mediata
2022S002181    ,No hi ha causa mediata
2022S002168    ,Alcoholèmia
2022S002182    ,No hi ha causa mediata
2022S002178    ,Alcoholèmia
2022S002176    ,No hi ha causa mediata
2022S002169    ,No hi ha causa mediata
2022S002170    ,No hi ha causa mediata
2022S002177    ,No hi ha causa mediata
2022S002171    ,No hi ha causa mediata
2022S002175    ,No hi ha causa mediata
2022S002166    ,No hi ha causa mediata
2022S002174    ,No hi ha causa mediata
2022S002180    ,No hi ha causa mediata
2022S002179    ,No hi ha causa mediata
2022S002173    ,No hi ha causa mediata
2022S002172    ,No hi ha causa mediata
2022S002165    ,Alcoholèmia
2022S002195    ,No hi ha causa mediata
2022S002191    ,No hi ha causa mediata
2022S002187    ,No hi ha causa mediata
2022S002196    ,No hi ha causa mediata
2022S002188    ,No hi ha causa mediata
2022S002186    ,No hi ha causa mediata
2022S002194    ,No hi ha causa mediata
2022S002193    ,No hi ha causa mediata
2022S002189    ,No hi ha causa mediata
2022S002185    ,No hi ha causa mediata
2022S002198    ,Alcoholèmia
2022S002192    ,No hi ha causa mediata
2022S002199    ,No hi ha causa mediata
2022S002217    ,No hi ha causa mediata
2022S002197    ,No hi ha causa mediata
2022S002190    ,No hi ha causa mediata
2022S002184    ,No hi ha causa mediata
2022S002206    ,No hi ha causa mediata
2022S002202    ,No hi ha causa mediata
2022S002204    ,No hi ha causa mediata
2022S002200    ,Alcoholèmia
2022S002203    ,No hi ha causa mediata
2022S002201    ,No hi ha causa mediata
2022S002207    ,No hi ha causa mediata
2022S002219    ,No hi ha causa mediata
2022S002222    ,No hi ha causa mediata
2022S002218    ,No hi ha causa mediata
2022S002226    ,No hi ha causa mediata
2022S002225    ,No hi ha causa mediata
2022S002209    ,No hi ha causa mediata
2022S002205    ,No hi ha causa mediata
2022S002210    ,No hi ha causa mediata
2022S002221    ,No hi ha causa mediata
2022S002208    ,Alcoholèmia
2022S002216    ,No hi ha causa mediata
2022S002215    ,Alcoholèmia
2022S002212    ,Calçada en mal estat
2022S002213    ,No hi ha causa mediata
2022S002211    ,Alcoholèmia
2022S002220    ,No hi ha causa mediata
2022S002434    ,No hi ha causa mediata
2022S002214    ,No hi ha causa mediata
2022S002237    ,No hi ha causa mediata
2022S002227    ,No hi ha causa mediata
2022S002223    ,Alcoholèmia
2022S002236    ,No hi ha causa mediata
2022S002234    ,No hi ha causa mediata
2022S002228    ,No hi ha causa mediata
2022S002235    ,No hi ha causa mediata
2022S002231    ,No hi ha causa mediata
2022S002233    ,No hi ha causa mediata
2022S002238    ,No hi ha causa mediata
2022S002224    ,No hi ha causa mediata
2022S002239    ,No hi ha causa mediata
2022S002232    ,No hi ha causa mediata
2022S002229    ,No hi ha causa mediata
2022S002242    ,No hi ha causa mediata
2022S002230    ,No hi ha causa mediata
2022S002240    ,No hi ha causa mediata
2022S002249    ,No hi ha causa mediata
2022S002244    ,No hi ha causa mediata
2022S002246    ,No hi ha causa mediata
2022S002247    ,No hi ha causa mediata
2022S002241    ,No hi ha causa mediata
2022S002245    ,No hi ha causa mediata
2022S002248    ,No hi ha causa mediata
2022S002243    ,No hi ha causa mediata
2022S001994    ,No hi ha causa mediata
2022S002258    ,No hi ha causa mediata
2022S002261    ,No hi ha causa mediata
2022S002288    ,No hi ha causa mediata
2022S002255    ,No hi ha causa mediata
2022S002266    ,No hi ha causa mediata
2022S002252    ,No hi ha causa mediata
2022S002267    ,No hi ha causa mediata
2022S002265    ,No hi ha causa mediata
2022S002269    ,No hi ha causa mediata
2022S002850    ,No hi ha causa mediata
2022S002250    ,No hi ha causa mediata
2022S002254    ,No hi ha causa mediata
2022S002272    ,No hi ha causa mediata
2022S002262    ,No hi ha causa mediata
2022S002257    ,No hi ha causa mediata
2022S002260    ,No hi ha causa mediata
2022S002251    ,No hi ha causa mediata
2022S002259    ,No hi ha causa mediata
2022S002268    ,Calçada en mal estat
2022S002253    ,No hi ha causa mediata
2022S002256    ,No hi ha causa mediata
2022S002264    ,No hi ha causa mediata
2022S002263    ,Alcoholèmia
2022S002307    ,No hi ha causa mediata
2022S002305    ,No hi ha causa mediata
2022S002287    ,No hi ha causa mediata
2022S002303    ,No hi ha causa mediata
2022S002270    ,Alcoholèmia
2022S002290    ,No hi ha causa mediata
2022S002283    ,No hi ha causa mediata
2022S002285    ,No hi ha causa mediata
2022S002289    ,No hi ha causa mediata
2022S002274    ,No hi ha causa mediata
2022S002291    ,No hi ha causa mediata
2022S002284    ,No hi ha causa mediata
2022S002304    ,No hi ha causa mediata
2022S002293    ,No hi ha causa mediata
2022S002281    ,No hi ha causa mediata
2022S002282    ,No hi ha causa mediata
2022S002294    ,No hi ha causa mediata
2022S002295    ,No hi ha causa mediata
2022S002279    ,No hi ha causa mediata
2022S002273    ,No hi ha causa mediata
2022S002280    ,No hi ha causa mediata
2022S002271    ,No hi ha causa mediata
2022S002275    ,No hi ha causa mediata
2022S002276    ,No hi ha causa mediata
2022S002286    ,No hi ha causa mediata
2022S002278    ,No hi ha causa mediata
2022S002297    ,No hi ha causa mediata
2022S002277    ,No hi ha causa mediata
2022S002317    ,No hi ha causa mediata
2022S002311    ,No hi ha causa mediata
2022S002342    ,No hi ha causa mediata
2022S002314    ,Alcoholèmia
2022S002302    ,No hi ha causa mediata
2022S002309    ,No hi ha causa mediata
2022S002299    ,No hi ha causa mediata
2022S002300    ,No hi ha causa mediata
2022S002337    ,No hi ha causa mediata
2022S002298    ,No hi ha causa mediata
2022S002308    ,No hi ha causa mediata
2022S002315    ,No hi ha causa mediata
2022S002310    ,No hi ha causa mediata
2022S002395    ,No hi ha causa mediata
2022S002313    ,No hi ha causa mediata
2022S002329    ,No hi ha causa mediata
2022S002316    ,No hi ha causa mediata
2022S002320    ,No hi ha causa mediata
2022S002296    ,Alcoholèmia
2022S002301    ,No hi ha causa mediata
2022S002312    ,No hi ha causa mediata
2022S002306    ,No hi ha causa mediata
2022S002318    ,Alcoholèmia
2022S002334    ,Alcoholèmia
2022S002331    ,No hi ha causa mediata
2022S002322    ,No hi ha causa mediata
2022S002361    ,No hi ha causa mediata
2022S002351    ,No hi ha causa mediata
2022S002333    ,No hi ha causa mediata
2022S002330    ,No hi ha causa mediata
2022S002356    ,No hi ha causa mediata
2022S002362    ,No hi ha causa mediata
2022S002292    ,Objectes o animals a la calçada
2022S002360    ,No hi ha causa mediata
2022S002321    ,No hi ha causa mediata
2022S002355    ,No hi ha causa mediata
2022S002338    ,No hi ha causa mediata
2022S002352    ,No hi ha causa mediata
2022S002336    ,No hi ha causa mediata
2022S002319    ,No hi ha causa mediata
2022S002325    ,No hi ha causa mediata
2022S002335    ,No hi ha causa mediata
2022S002344    ,No hi ha causa mediata
2022S002326    ,No hi ha causa mediata
2022S002358    ,No hi ha causa mediata
2022S002357    ,No hi ha causa mediata
2022S002347    ,No hi ha causa mediata
2022S002332    ,No hi ha causa mediata
2022S002340    ,No hi ha causa mediata
2022S002350    ,No hi ha causa mediata
2022S002327    ,Alcoholèmia
2022S002323    ,No hi ha causa mediata
2022S002324    ,No hi ha causa mediata
2022S002339    ,No hi ha causa mediata
2022S002341    ,No hi ha causa mediata
2022S002346    ,No hi ha causa mediata
2022S002328    ,No hi ha causa mediata
2022S002345    ,No hi ha causa mediata
2022S002349    ,No hi ha causa mediata
2022S002354    ,No hi ha causa mediata
2022S002348    ,No hi ha causa mediata
2022S002359    ,No hi ha causa mediata
2022S002343    ,No hi ha causa mediata
2022S002363    ,No hi ha causa mediata
2022S002364    ,No hi ha causa mediata
2022S002369    ,No hi ha causa mediata
2022S002367    ,No hi ha causa mediata
2022S002365    ,No hi ha causa mediata
2022S002353    ,Alcoholèmia
2022S002370    ,No hi ha causa mediata
2022S002368    ,No hi ha causa mediata
2022S002371    ,No hi ha causa mediata
2022S002366    ,No hi ha causa mediata
2022S002372    ,No hi ha causa mediata
2022S002377    ,No hi ha causa mediata
2022S002389    ,No hi ha causa mediata
2022S002385    ,No hi ha causa mediata
2022S002388    ,No hi ha causa mediata
2022S002373    ,Alcoholèmia
2022S002380    ,No hi ha causa mediata
2022S002383    ,No hi ha causa mediata
2022S002387    ,No hi ha causa mediata
2022S002378    ,No hi ha causa mediata
2022S002374    ,Alcoholèmia
2022S002390    ,No hi ha causa mediata
2022S002375    ,No hi ha causa mediata
2022S002381    ,No hi ha causa mediata
2022S002382    ,No hi ha causa mediata
2022S002379    ,No hi ha causa mediata
2022S002376    ,No hi ha causa mediata
2022S002384    ,No hi ha causa mediata
2022S002386    ,No hi ha causa mediata
2022S002413    ,No hi ha causa mediata
2022S002402    ,No hi ha causa mediata
2022S002423    ,No hi ha causa mediata
2022S002405    ,No hi ha causa mediata
2022S002417    ,No hi ha causa mediata
2022S002409    ,No hi ha causa mediata
2022S002401    ,No hi ha causa mediata
2022S002419    ,No hi ha causa mediata
2022S002411    ,No hi ha causa mediata
2022S002392    ,No hi ha causa mediata
2022S002420    ,Alcoholèmia
2022S002425    ,No hi ha causa mediata
2022S002467    ,No hi ha causa mediata
2022S002408    ,No hi ha causa mediata
2022S002407    ,No hi ha causa mediata
2022S002396    ,No hi ha causa mediata
2022S002418    ,No hi ha causa mediata
2022S002400    ,No hi ha causa mediata
2022S002416    ,No hi ha causa mediata
2022S002397    ,No hi ha causa mediata
2022S002437    ,No hi ha causa mediata
2022S002394    ,No hi ha causa mediata
2022S002391    ,No hi ha causa mediata
2022S002429    ,No hi ha causa mediata
2022S002414    ,No hi ha causa mediata
2022S002422    ,No hi ha causa mediata
2022S002403    ,No hi ha causa mediata
2022S002424    ,No hi ha causa mediata
2022S002406    ,No hi ha causa mediata
2022S002398    ,No hi ha causa mediata
2022S002495    ,No hi ha causa mediata
2022S002441    ,No hi ha causa mediata
2022S002426    ,No hi ha causa mediata
2022S002412    ,No hi ha causa mediata
2022S002410    ,Objectes o animals a la calçada
2022S002393    ,No hi ha causa mediata
2022S002415    ,No hi ha causa mediata
2022S002399    ,No hi ha causa mediata
2022S002421    ,No hi ha causa mediata
2022S002428    ,No hi ha causa mediata
2022S002404    ,No hi ha causa mediata
2022S002438    ,No hi ha causa mediata
2022S002439    ,No hi ha causa mediata
2022S002464    ,No hi ha causa mediata
2022S002447    ,No hi ha causa mediata
2022S002455    ,No hi ha causa mediata
2022S002458    ,No hi ha causa mediata
2022S002460    ,No hi ha causa mediata
2022S002477    ,No hi ha causa mediata
2022S002431    ,No hi ha causa mediata
2022S002448    ,No hi ha causa mediata
2022S002463    ,No hi ha causa mediata
2022S002435    ,No hi ha causa mediata
2022S002445    ,No hi ha causa mediata
2022S002430    ,No hi ha causa mediata
2022S002432    ,No hi ha causa mediata
2022S002450    ,No hi ha causa mediata
2022S002454    ,No hi ha causa mediata
2022S002444    ,No hi ha causa mediata
2022S002442    ,No hi ha causa mediata
2022S002446    ,No hi ha causa mediata
2022S002440    ,No hi ha causa mediata
2022S002453    ,No hi ha causa mediata
2022S002452    ,No hi ha causa mediata
2022S002459    ,No hi ha causa mediata
2022S002457    ,No hi ha causa mediata
2022S002456    ,No hi ha causa mediata
2022S002443    ,No hi ha causa mediata
2022S002433    ,No hi ha causa mediata
2022S002436    ,No hi ha causa mediata
2022S002449    ,No hi ha causa mediata
2022S002451    ,No hi ha causa mediata
2022S002465    ,No hi ha causa mediata
2022S002483    ,No hi ha causa mediata
2022S002478    ,Alcoholèmia
2022S002466    ,No hi ha causa mediata
2022S002474    ,No hi ha causa mediata
2022S002688    ,No hi ha causa mediata
2022S002470    ,No hi ha causa mediata
2022S002461    ,Alcoholèmia
2022S002468    ,No hi ha causa mediata
2022S002475    ,Alcoholèmia
2022S002479    ,No hi ha causa mediata
2022S002462    ,No hi ha causa mediata
2022S002473    ,No hi ha causa mediata
2022S002469    ,No hi ha causa mediata
2022S002476    ,No hi ha causa mediata
2022S002471    ,No hi ha causa mediata
2022S002504    ,No hi ha causa mediata
2022S002472    ,No hi ha causa mediata
2022S002489    ,No hi ha causa mediata
2022S002488    ,No hi ha causa mediata
2022S002501    ,No hi ha causa mediata
2022S002505    ,No hi ha causa mediata
2022S002493    ,No hi ha causa mediata
2022S002498    ,No hi ha causa mediata
2022S002482    ,No hi ha causa mediata
2022S002503    ,No hi ha causa mediata
2022S002496    ,No hi ha causa mediata
2022S002509    ,No hi ha causa mediata
2022S002490    ,No hi ha causa mediata
2022S002487    ,No hi ha causa mediata
2022S002485    ,No hi ha causa mediata
2022S002492    ,No hi ha causa mediata
2022S002494    ,No hi ha causa mediata
2022S002481    ,No hi ha causa mediata
2022S002484    ,No hi ha causa mediata
2022S002497    ,No hi ha causa mediata
2022S002486    ,No hi ha causa mediata
2022S002499    ,No hi ha causa mediata
2022S002480    ,No hi ha causa mediata
2022S002500    ,No hi ha causa mediata
2022S002510    ,No hi ha causa mediata
2022S002491    ,No hi ha causa mediata
2022S002539    ,No hi ha causa mediata
2022S002502    ,No hi ha causa mediata
2022S002513    ,No hi ha causa mediata
2022S002516    ,No hi ha causa mediata
2022S002522    ,No hi ha causa mediata
2022S002507    ,No hi ha causa mediata
2022S002524    ,No hi ha causa mediata
2022S002519    ,No hi ha causa mediata
2022S002520    ,No hi ha causa mediata
2022S002525    ,No hi ha causa mediata
2022S002521    ,No hi ha causa mediata
2022S002506    ,No hi ha causa mediata
2022S002514    ,No hi ha causa mediata
2022S002529    ,No hi ha causa mediata
2022S002515    ,No hi ha causa mediata
2022S002517    ,No hi ha causa mediata
2022S002508    ,No hi ha causa mediata
2022S002511    ,No hi ha causa mediata
2022S002617    ,No hi ha causa mediata
2022S002532    ,No hi ha causa mediata
2022S002526    ,No hi ha causa mediata
2022S002512    ,No hi ha causa mediata
2022S002518    ,No hi ha causa mediata
2022S002523    ,No hi ha causa mediata
2022S002549    ,Alcoholèmia
2022S002548    ,No hi ha causa mediata
2022S002541    ,No hi ha causa mediata
2022S002551    ,No hi ha causa mediata
2022S002527    ,No hi ha causa mediata
2022S002536    ,No hi ha causa mediata
2022S002649    ,No hi ha causa mediata
2022S002540    ,No hi ha causa mediata
2022S002535    ,No hi ha causa mediata
2022S002544    ,No hi ha causa mediata
2022S002547    ,No hi ha causa mediata
2022S002545    ,No hi ha causa mediata
2022S002537    ,No hi ha causa mediata
2022S002542    ,No hi ha causa mediata
2022S002538    ,No hi ha causa mediata
2022S002546    ,No hi ha causa mediata
2022S002554    ,No hi ha causa mediata
2022S002533    ,Alcoholèmia
2022S002534    ,No hi ha causa mediata
2022S002530    ,No hi ha causa mediata
2022S002550    ,No hi ha causa mediata
2022S002531    ,Alcoholèmia
2022S002528    ,No hi ha causa mediata
2022S002543    ,No hi ha causa mediata
2022S002559    ,No hi ha causa mediata
2022S002557    ,No hi ha causa mediata
2022S002560    ,No hi ha causa mediata
2022S002558    ,Alcoholèmia
2022S002561    ,No hi ha causa mediata
2022S002563    ,No hi ha causa mediata
2022S002565    ,Alcoholèmia
2022S002553    ,No hi ha causa mediata
2022S002555    ,No hi ha causa mediata
2022S002552    ,Alcoholèmia
2022S002567    ,No hi ha causa mediata
2022S002562    ,No hi ha causa mediata
2022S002564    ,No hi ha causa mediata
2022S002566    ,No hi ha causa mediata
2022S002556    ,No hi ha causa mediata
2022S002596    ,No hi ha causa mediata
2022S002590    ,Alcoholèmia
2022S002581    ,No hi ha causa mediata
2022S002593    ,No hi ha causa mediata
2022S002591    ,No hi ha causa mediata
2022S002595    ,No hi ha causa mediata
2022S002583    ,No hi ha causa mediata
2022S002587    ,No hi ha causa mediata
2022S002569    ,No hi ha causa mediata
2022S002576    ,No hi ha causa mediata
2022S002584    ,No hi ha causa mediata
2022S002589    ,No hi ha causa mediata
2022S002598    ,No hi ha causa mediata
2022S002579    ,No hi ha causa mediata
2022S002585    ,No hi ha causa mediata
2022S002575    ,No hi ha causa mediata
2022S002571    ,No hi ha causa mediata
2022S002582    ,No hi ha causa mediata
2022S002601    ,No hi ha causa mediata
2022S002594    ,Alcoholèmia
2022S002592    ,No hi ha causa mediata
2022S002570    ,No hi ha causa mediata
2022S002599    ,No hi ha causa mediata
2022S002586    ,No hi ha causa mediata
2022S002600    ,No hi ha causa mediata
2022S002573    ,No hi ha causa mediata
2022S002574    ,No hi ha causa mediata
2022S002580    ,No hi ha causa mediata
2022S002568    ,No hi ha causa mediata
2022S002588    ,No hi ha causa mediata
2022S002572    ,No hi ha causa mediata
2022S002627    ,No hi ha causa mediata
2022S002602    ,No hi ha causa mediata
2022S002577    ,No hi ha causa mediata
2022S002578    ,No hi ha causa mediata
2022S002618    ,No hi ha causa mediata
2022S002604    ,No hi ha causa mediata
2022S002613    ,No hi ha causa mediata
2022S002609    ,No hi ha causa mediata
2022S002624    ,No hi ha causa mediata
2022S002610    ,No hi ha causa mediata
2022S002635    ,No hi ha causa mediata
2022S002620    ,No hi ha causa mediata
2022S002612    ,No hi ha causa mediata
2022S002607    ,No hi ha causa mediata
2022S002628    ,No hi ha causa mediata
2022S002625    ,No hi ha causa mediata
2022S002606    ,No hi ha causa mediata
2022S002597    ,No hi ha causa mediata
2022S002626    ,No hi ha causa mediata
2022S002614    ,No hi ha causa mediata
2022S002605    ,No hi ha causa mediata
2022S002619    ,No hi ha causa mediata
2022S002603    ,No hi ha causa mediata
2022S002622    ,No hi ha causa mediata
2022S002611    ,No hi ha causa mediata
2022S002616    ,No hi ha causa mediata
2022S002623    ,Alcoholèmia
2022S002615    ,No hi ha causa mediata
2022S002608    ,No hi ha causa mediata
2022S002621    ,No hi ha causa mediata
2022S002629    ,No hi ha causa mediata
2022S002648    ,No hi ha causa mediata
