Numero_expedient,Descripcio_causa_mediata
2022S001301    ,No hi ha causa mediata
2022S001297    ,No hi ha causa mediata
2022S001307    ,No hi ha causa mediata
2022S001311    ,Drogues o medicaments
2022S001293    ,Alcoholèmia
2022S001304    ,No hi ha causa mediata
2022S001310    ,No hi ha causa mediata
2022S001317    ,No hi ha causa mediata
2022S001319    ,No hi ha causa mediata
2022S001296    ,Alcoholèmia
2022S001309    ,No hi ha causa mediata
2022S001305    ,No hi ha causa mediata
2022S001300    ,No hi ha causa mediata
2022S001324    ,No hi ha causa mediata
2022S001326    ,No hi ha causa mediata
2022S001322    ,No hi ha causa mediata
2022S001331    ,No hi ha causa mediata
2022S001330    ,No hi ha causa mediata
2022S001327    ,No hi ha causa mediata
2022S001333    ,No hi ha causa mediata
2022S001328    ,No hi ha causa mediata
2022S001349    ,No hi ha causa mediata
2022S001323    ,No hi ha causa mediata
2022S001321    ,No hi ha causa mediata
2022S001332    ,No hi ha causa mediata
2022S001335    ,No hi ha causa mediata
2022S001329    ,No hi ha causa mediata
2022S001325    ,No hi ha causa mediata
2022S001336    ,No hi ha causa mediata
2022S001303    ,No hi ha causa mediata
2022S001353    ,No hi ha causa mediata
2022S001351    ,No hi ha causa mediata
2022S001341    ,No hi ha causa mediata
2022S001338    ,No hi ha causa mediata
2022S001346    ,No hi ha causa mediata
2022S001337    ,No hi ha causa mediata
2022S001350    ,No hi ha causa mediata
2022S001359    ,No hi ha causa mediata
2022S001334    ,Alcoholèmia
2022S001362    ,No hi ha causa mediata
2022S001357    ,No hi ha causa mediata
2022S001358    ,Alcoholèmia
2022S001345    ,No hi ha causa mediata
2022S001342    ,No hi ha causa mediata
2022S001355    ,No hi ha causa mediata
2022S001340    ,No hi ha causa mediata
2022S001354    ,No hi ha causa mediata
2022S001352    ,No hi ha causa mediata
2022S001343    ,No hi ha causa mediata
2022S001356    ,No hi ha causa mediata
2022S001348    ,No hi ha causa mediata
2022S001339    ,Alcoholèmia
2022S001347    ,No hi ha causa mediata
2022S001385    ,No hi ha causa mediata
2022S001368    ,No hi ha causa mediata
2022S002427    ,Alcoholèmia
2022S001344    ,No hi ha causa mediata
2022S001387    ,No hi ha causa mediata
2022S001377    ,No hi ha causa mediata
2022S001370    ,No hi ha causa mediata
2022S001379    ,No hi ha causa mediata
2022S001361    ,No hi ha causa mediata
2022S001374    ,No hi ha causa mediata
2022S001381    ,No hi ha causa mediata
2022S001365    ,No hi ha causa mediata
2022S001371    ,No hi ha causa mediata
2022S001375    ,No hi ha causa mediata
2022S001366    ,No hi ha causa mediata
2022S001369    ,No hi ha causa mediata
2022S001367    ,No hi ha causa mediata
2022S001373    ,No hi ha causa mediata
2022S001363    ,No hi ha causa mediata
2022S001360    ,No hi ha causa mediata
2022S001383    ,Excés de velocitat o inadequada
2022S001386    ,No hi ha causa mediata
2022S001364    ,No hi ha causa mediata
2022S001382    ,No hi ha causa mediata
2022S001376    ,No hi ha causa mediata
2022S001372    ,No hi ha causa mediata
2022S001380    ,No hi ha causa mediata
2022S001378    ,No hi ha causa mediata
2022S001399    ,No hi ha causa mediata
2022S001395    ,No hi ha causa mediata
2022S001392    ,No hi ha causa mediata
2022S001409    ,No hi ha causa mediata
2022S001405    ,No hi ha causa mediata
2022S001400    ,No hi ha causa mediata
2022S001397    ,No hi ha causa mediata
2022S001401    ,No hi ha causa mediata
2022S001411    ,No hi ha causa mediata
2022S001402    ,No hi ha causa mediata
2022S001407    ,No hi ha causa mediata
2022S001398    ,No hi ha causa mediata
2022S001391    ,No hi ha causa mediata
2022S001403    ,No hi ha causa mediata
2022S001390    ,No hi ha causa mediata
2022S001410    ,No hi ha causa mediata
2022S001424    ,Calçada en mal estat
2022S001396    ,No hi ha causa mediata
2022S001394    ,No hi ha causa mediata
2022S001388    ,Alcoholèmia
2022S001393    ,No hi ha causa mediata
2022S001408    ,No hi ha causa mediata
2022S001414    ,No hi ha causa mediata
2022S001406    ,No hi ha causa mediata
2022S001384    ,No hi ha causa mediata
2022S001415    ,No hi ha causa mediata
2022S001389    ,No hi ha causa mediata
2022S001404    ,No hi ha causa mediata
2022S001420    ,No hi ha causa mediata
2022S001425    ,No hi ha causa mediata
2022S001421    ,No hi ha causa mediata
2022S001419    ,No hi ha causa mediata
2022S001418    ,No hi ha causa mediata
2022S001416    ,No hi ha causa mediata
2022S001412    ,Alcoholèmia
2022S001423    ,No hi ha causa mediata
2022S001428    ,No hi ha causa mediata
2022S001413    ,No hi ha causa mediata
2022S001422    ,No hi ha causa mediata
2022S001427    ,No hi ha causa mediata
2022S001417    ,No hi ha causa mediata
2022S001426    ,No hi ha causa mediata
2022S001448    ,No hi ha causa mediata
2022S001430    ,No hi ha causa mediata
2022S001439    ,No hi ha causa mediata
2022S001447    ,No hi ha causa mediata
2022S001436    ,No hi ha causa mediata
2022S001429    ,No hi ha causa mediata
2022S001444    ,No hi ha causa mediata
2022S001434    ,No hi ha causa mediata
2022S001446    ,No hi ha causa mediata
2022S001441    ,No hi ha causa mediata
2022S001440    ,No hi ha causa mediata
2022S001431    ,No hi ha causa mediata
2022S001433    ,No hi ha causa mediata
2022S001438    ,No hi ha causa mediata
2022S001443    ,No hi ha causa mediata
2022S001449    ,No hi ha causa mediata
2022S001437    ,No hi ha causa mediata
2022S001435    ,No hi ha causa mediata
2022S001432    ,No hi ha causa mediata
2022S001486    ,No hi ha causa mediata
2022S001442    ,No hi ha causa mediata
2022S001450    ,No hi ha causa mediata
2022S001462    ,Excés de velocitat o inadequada
2022S001460    ,No hi ha causa mediata
2022S001458    ,No hi ha causa mediata
2022S001512    ,No hi ha causa mediata
2022S001459    ,No hi ha causa mediata
2022S001453    ,No hi ha causa mediata
2022S001487    ,No hi ha causa mediata
2022S001502    ,No hi ha causa mediata
2022S001463    ,No hi ha causa mediata
2022S001457    ,No hi ha causa mediata
2022S001451    ,No hi ha causa mediata
2022S001456    ,No hi ha causa mediata
2022S001452    ,No hi ha causa mediata
2022S001455    ,No hi ha causa mediata
2022S001461    ,No hi ha causa mediata
2022S001464    ,No hi ha causa mediata
2022S001454    ,No hi ha causa mediata
2022S001476    ,No hi ha causa mediata
2022S001468    ,No hi ha causa mediata
2022S001485    ,No hi ha causa mediata
2022S001483    ,No hi ha causa mediata
2022S001470    ,Alcoholèmia
2022S001477    ,No hi ha causa mediata
2022S001478    ,No hi ha causa mediata
2022S001475    ,No hi ha causa mediata
2022S001480    ,No hi ha causa mediata
2022S001484    ,No hi ha causa mediata
2022S001482    ,No hi ha causa mediata
2022S001474    ,No hi ha causa mediata
2022S001472    ,No hi ha causa mediata
2022S001488    ,No hi ha causa mediata
2022S001465    ,No hi ha causa mediata
2022S001479    ,No hi ha causa mediata
2022S001473    ,No hi ha causa mediata
2022S001469    ,No hi ha causa mediata
2022S001467    ,Alcoholèmia
2022S001466    ,Alcoholèmia
2022S001471    ,Alcoholèmia
2022S001481    ,No hi ha causa mediata
2022S001492    ,No hi ha causa mediata
2022S001489    ,Alcoholèmia
2022S001497    ,Drogues o medicaments
2022S001494    ,No hi ha causa mediata
2022S001490    ,No hi ha causa mediata
2022S001496    ,No hi ha causa mediata
2022S001493    ,No hi ha causa mediata
2022S001509    ,No hi ha causa mediata
2022S001491    ,No hi ha causa mediata
2022S001495    ,No hi ha causa mediata
2022S001504    ,No hi ha causa mediata
2022S001499    ,No hi ha causa mediata
2022S001501    ,No hi ha causa mediata
2022S001513    ,No hi ha causa mediata
2022S001503    ,No hi ha causa mediata
2022S001511    ,No hi ha causa mediata
2022S001498    ,No hi ha causa mediata
2022S001507    ,No hi ha causa mediata
2022S001505    ,Objectes o animals a la calçada
2022S001518    ,No hi ha causa mediata
2022S001445    ,No hi ha causa mediata
2022S001506    ,No hi ha causa mediata
2022S001510    ,No hi ha causa mediata
2022S001508    ,No hi ha causa mediata
2022S001500    ,No hi ha causa mediata
2022S001533    ,No hi ha causa mediata
2022S001531    ,No hi ha causa mediata
2022S001528    ,No hi ha causa mediata
2022S001516    ,No hi ha causa mediata
2022S001525    ,Alcoholèmia
2022S001526    ,No hi ha causa mediata
2022S001514    ,No hi ha causa mediata
2022S001524    ,No hi ha causa mediata
2022S001532    ,No hi ha causa mediata
2022S001517    ,No hi ha causa mediata
2022S001521    ,No hi ha causa mediata
2022S001527    ,No hi ha causa mediata
2022S001529    ,No hi ha causa mediata
2022S001515    ,No hi ha causa mediata
2022S001523    ,No hi ha causa mediata
2022S001522    ,No hi ha causa mediata
2022S001519    ,No hi ha causa mediata
2022S001530    ,No hi ha causa mediata
2022S001520    ,No hi ha causa mediata
2022S001545    ,No hi ha causa mediata
2022S001539    ,No hi ha causa mediata
2022S001547    ,No hi ha causa mediata
2022S001546    ,No hi ha causa mediata
2022S001540    ,No hi ha causa mediata
2022S001563    ,No hi ha causa mediata
2022S001538    ,No hi ha causa mediata
2022S001536    ,No hi ha causa mediata
2022S001541    ,No hi ha causa mediata
2022S001535    ,No hi ha causa mediata
2022S001606    ,No hi ha causa mediata
2022S001544    ,No hi ha causa mediata
2022S001537    ,No hi ha causa mediata
2022S001542    ,No hi ha causa mediata
2022S001534    ,No hi ha causa mediata
2022S001548    ,Alcoholèmia
2022S001561    ,No hi ha causa mediata
2022S001556    ,No hi ha causa mediata
2022S001569    ,No hi ha causa mediata
2022S001566    ,No hi ha causa mediata
2022S001554    ,No hi ha causa mediata
2022S001550    ,No hi ha causa mediata
2022S001564    ,No hi ha causa mediata
2022S001559    ,No hi ha causa mediata
2022S001553    ,No hi ha causa mediata
2022S001562    ,No hi ha causa mediata
2022S001557    ,No hi ha causa mediata
2022S001552    ,No hi ha causa mediata
2022S001580    ,No hi ha causa mediata
2022S001570    ,No hi ha causa mediata
2022S001558    ,No hi ha causa mediata
2022S001549    ,No hi ha causa mediata
2022S001551    ,No hi ha causa mediata
2022S001567    ,No hi ha causa mediata
2022S001568    ,No hi ha causa mediata
2022S001565    ,No hi ha causa mediata
2022S001560    ,No hi ha causa mediata
2022S001555    ,No hi ha causa mediata
2022S001586    ,No hi ha causa mediata
2022S001575    ,No hi ha causa mediata
2022S001591    ,No hi ha causa mediata
2022S001574    ,No hi ha causa mediata
2022S001589    ,No hi ha causa mediata
2022S001594    ,No hi ha causa mediata
2022S001584    ,No hi ha causa mediata
2022S001593    ,No hi ha causa mediata
2022S001582    ,No hi ha causa mediata
2022S001572    ,No hi ha causa mediata
2022S001576    ,No hi ha causa mediata
2022S001571    ,Alcoholèmia
2022S001583    ,No hi ha causa mediata
2022S001577    ,No hi ha causa mediata
2022S001590    ,No hi ha causa mediata
2022S001587    ,No hi ha causa mediata
2022S001588    ,No hi ha causa mediata
2022S001585    ,No hi ha causa mediata
2022S001573    ,No hi ha causa mediata
2022S001650    ,No hi ha causa mediata
2022S001579    ,No hi ha causa mediata
2022S001581    ,No hi ha causa mediata
2022S001578    ,No hi ha causa mediata
2022S001592    ,No hi ha causa mediata
2022S001600    ,Alcoholèmia
2022S001608    ,No hi ha causa mediata
2022S001604    ,No hi ha causa mediata
2022S001596    ,No hi ha causa mediata
2022S001595    ,No hi ha causa mediata
2022S001603    ,No hi ha causa mediata
2022S001607    ,No hi ha causa mediata
2022S001609    ,No hi ha causa mediata
2022S001605    ,Alcoholèmia
2022S001599    ,Alcoholèmia
2022S001597    ,No hi ha causa mediata
2022S001612    ,No hi ha causa mediata
2022S001598    ,Alcoholèmia
2022S001601    ,No hi ha causa mediata
2022S001602    ,No hi ha causa mediata
2022S001610    ,No hi ha causa mediata
2022S001620    ,No hi ha causa mediata
2022S001623    ,No hi ha causa mediata
2022S001624    ,No hi ha causa mediata
2022S001618    ,No hi ha causa mediata
2022S001747    ,Alcoholèmia
2022S001615    ,No hi ha causa mediata
2022S001619    ,No hi ha causa mediata
2022S001614    ,Alcoholèmia
2022S001613    ,No hi ha causa mediata
2022S001611    ,Alcoholèmia
2022S001616    ,No hi ha causa mediata
2022S001621    ,No hi ha causa mediata
2022S001622    ,No hi ha causa mediata
2022S001617    ,No hi ha causa mediata
2022S001634    ,No hi ha causa mediata
2022S001638    ,No hi ha causa mediata
2022S001633    ,No hi ha causa mediata
2022S001640    ,No hi ha causa mediata
2022S001627    ,No hi ha causa mediata
2022S001626    ,No hi ha causa mediata
2022S001636    ,No hi ha causa mediata
2022S001629    ,No hi ha causa mediata
2022S001630    ,No hi ha causa mediata
2022S001639    ,No hi ha causa mediata
2022S001635    ,No hi ha causa mediata
2022S001625    ,No hi ha causa mediata
2022S001631    ,No hi ha causa mediata
2022S001628    ,No hi ha causa mediata
2022S001637    ,No hi ha causa mediata
2022S001632    ,No hi ha causa mediata
2022S001661    ,No hi ha causa mediata
2022S001658    ,No hi ha causa mediata
2022S001653    ,No hi ha causa mediata
2022S001651    ,No hi ha causa mediata
2022S001648    ,No hi ha causa mediata
2022S001645    ,No hi ha causa mediata
2022S001655    ,No hi ha causa mediata
2022S001654    ,No hi ha causa mediata
2022S001664    ,No hi ha causa mediata
2022S001647    ,Excés de velocitat o inadequada
2022S001643    ,No hi ha causa mediata
2022S001642    ,No hi ha causa mediata
2022S001641    ,No hi ha causa mediata
2022S001652    ,No hi ha causa mediata
2022S001649    ,No hi ha causa mediata
2022S001644    ,Estat de la senyalització
2022S001656    ,No hi ha causa mediata
2022S001657    ,No hi ha causa mediata
2022S001659    ,No hi ha causa mediata
2022S001646    ,No hi ha causa mediata
2022S002129    ,No hi ha causa mediata
2022S001665    ,No hi ha causa mediata
2022S001673    ,No hi ha causa mediata
2022S001660    ,No hi ha causa mediata
2022S001678    ,No hi ha causa mediata
2022S001676    ,No hi ha causa mediata
2022S001669    ,No hi ha causa mediata
2022S001662    ,No hi ha causa mediata
2022S001674    ,No hi ha causa mediata
2022S001675    ,No hi ha causa mediata
2022S001672    ,No hi ha causa mediata
2022S001663    ,No hi ha causa mediata
2022S001670    ,No hi ha causa mediata
2022S001666    ,No hi ha causa mediata
2022S001671    ,No hi ha causa mediata
2022S001668    ,No hi ha causa mediata
2022S001667    ,No hi ha causa mediata
2022S001677    ,No hi ha causa mediata
2022S001686    ,No hi ha causa mediata
2022S001681    ,No hi ha causa mediata
2022S001697    ,No hi ha causa mediata
2022S001695    ,No hi ha causa mediata
2022S001687    ,No hi ha causa mediata
2022S001700    ,No hi ha causa mediata
2022S001682    ,No hi ha causa mediata
2022S001698    ,No hi ha causa mediata
2022S001696    ,No hi ha causa mediata
2022S001684    ,No hi ha causa mediata
2022S001694    ,No hi ha causa mediata
2022S001685    ,No hi ha causa mediata
2022S001679    ,No hi ha causa mediata
2022S001693    ,No hi ha causa mediata
2022S001690    ,No hi ha causa mediata
2022S001688    ,No hi ha causa mediata
2022S001692    ,Excés de velocitat o inadequada
2022S001691    ,No hi ha causa mediata
2022S001699    ,No hi ha causa mediata
2022S001683    ,No hi ha causa mediata
2022S001689    ,No hi ha causa mediata
2022S001680    ,Alcoholèmia
2022S001709    ,No hi ha causa mediata
2022S001704    ,No hi ha causa mediata
