Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S000076    ,2,Eixample,6,la Sagrada Família,18505,Aragó,0437 0439,Dijous,2022,1,Gener,6,Tarda,20,No és causa del  vianant,Motocicleta,Dona,32,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431379.76,4583943.12,2022-01-06,Vacation,2022S000076    ,Tarda,True,Res,Hivern,Hivern
2022S000078    ,7,Horta-Guinardó,43,Horta,701309,Botticelli,0001X0001X,Dijous,2022,1,Gener,6,Nit,22,No és causa del  vianant,Turisme,Dona,23,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429294.11,4587413.65,2022-01-06,Vacation,2022S000078    ,Oci,True,Res,Hivern,Hivern
2022S000079    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,173870,Judea,0002 0006,Divendres,2022,1,Gener,7,Matí,8,No és causa del  vianant,Motocicleta,Home,49,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,428294.15,4586503.94,2022-01-07,Not Holiday,2022S000079    ,Entrada Feina,False,Res,Hivern,Hivern
2022S000085    ,8,Nou Barris,45,Porta,256401,Pintor Alsamora,0065 0065,Divendres,2022,1,Gener,7,Matí,9,No és causa del  vianant,"Camió rígid > 3,5 tones",Dona,70,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431281.86,4587690.01,2022-01-07,Not Holiday,2022S000085    ,Entrada Feina,False,Res,Hivern,Hivern
2022S000080    ,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0139 0139,Divendres,2022,1,Gener,7,Matí,10,No és causa del  vianant,Ciclomotor,Home,31,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430293.14,4583436.57,2022-01-07,Not Holiday,2022S000080    ,Matí,False,Res,Hivern,Hivern
2022S000081    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0002 0002,Divendres,2022,1,Gener,7,Matí,11,Creuar per fora pas de vianants,Turisme,Home,73,Vianant,Fora del pas                                                                                                                                          ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431745.58,4581794.17,2022-01-07,Not Holiday,2022S000081    ,Matí,False,Res,Hivern,Hivern
2022S000082    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),690000,Divendres,2022,1,Gener,7,Matí,11,No és causa del  vianant,Motocicleta,Dona,61,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,426007.1,4583831.66,2022-01-07,Not Holiday,2022S000082    ,Matí,False,Res,Hivern,Hivern
2022S000084    ,2,Eixample,5,el Fort Pienc,18505,Aragó,0397 0397,Divendres,2022,1,Gener,7,Matí,12,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,431083.01,4583646.05,2022-01-07,Not Holiday,2022S000084    ,Matí,False,Res,Hivern,Hivern
2022S000087    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0090 0090,Divendres,2022,1,Gener,7,Matí,12,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430045.69,4583134.36,2022-01-07,Not Holiday,2022S000087    ,Matí,False,Res,Hivern,Hivern
2022S000088    ,3,Sants-Montjuïc,18,Sants,162002,Josep Tarradellas,0033 0033,Divendres,2022,1,Gener,7,Tarda,15,No és causa del  vianant,Bicicleta,Dona,43,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428368.68,4581866.41,2022-01-07,Not Holiday,2022S000088    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000089    ,2,Eixample,10,Sant Antoni,110803,Entença,0033 0033,Divendres,2022,1,Gener,7,Tarda,15,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,429337.9,4581163.33,2022-01-07,Not Holiday,2022S000089    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000091    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0412 0412,Divendres,2022,1,Gener,7,Tarda,15,No és causa del  vianant,Motocicleta,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431875.79,4587268.06,2022-01-07,Not Holiday,2022S000091    ,Sortida Feina,False,Res,Hivern,Hivern
2022S001118    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0590 0590,Divendres,2022,1,Gener,7,Tarda,15,No és causa del  vianant,Motocicleta,Home,56,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430124.72,4582066.01,2022-01-07,Not Holiday,2022S001118    ,Sortida Feina,False,Res,Hivern,Hivern
2022S000092    ,9,Sant Andreu,63,Navas,115603,Espronceda,0323 0327,Divendres,2022,1,Gener,7,Tarda,19,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432473.07,4585411.9,2022-01-07,Not Holiday,2022S000092    ,Tarda,False,Res,Hivern,Hivern
2022S000094    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0095B0095B,Divendres,2022,1,Gener,7,Tarda,20,No és causa del  vianant,Bicicleta,Dona,35,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,429506.19,4581940.16,2022-01-07,Not Holiday,2022S000094    ,Tarda,False,Res,Hivern,Hivern
2022S000095    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Divendres,2022,1,Gener,7,Tarda,20,No és causa del  vianant,Motocicleta,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429696.6,4581720.19,2022-01-07,Not Holiday,2022S000095    ,Tarda,False,Res,Hivern,Hivern
2022S000093    ,8,Nou Barris,50,les Roquetes,120807,Favència,0167 0167,Divendres,2022,1,Gener,7,Tarda,21,No és causa del  vianant,Motocicleta,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431127.87,4588676.97,2022-01-07,Not Holiday,2022S000093    ,Tarda,False,Res,Hivern,Hivern
2022S000099    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0146 0146,Divendres,2022,1,Gener,7,Nit,22,No és causa del  vianant,Bicicleta,Dona,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit greu: hospitalització superior a 24h,429383.64,4582487.93,2022-01-07,Not Holiday,2022S000099    ,Oci,False,Res,Hivern,Hivern
2022S000096    ,10,Sant Martí,65,el Clot,350308,València,0671 0671,Dissabte,2022,1,Gener,8,Nit,0,No és causa del  vianant,Motocicleta,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432385.56,4585102.34,2022-01-08,Not Holiday,2022S000096    ,Oci,True,Res,Hivern,Hivern
2022S000100    ,6,Gràcia,31,la Vila de Gràcia,31300,Bailèn,0223 0223,Dissabte,2022,1,Gener,8,Nit,1,No és causa del  vianant,Bicicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430106.43,4584012.1,2022-01-08,Not Holiday,2022S000100    ,Oci,True,Res,Hivern,Hivern
2022S000101    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,0176 0176,Dissabte,2022,1,Gener,8,Matí,9,No és causa del  vianant,Motocicleta,Home,24,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428624.77,4581923.62,2022-01-08,Not Holiday,2022S000101    ,Entrada Feina,True,Res,Hivern,Hivern
2022S000105    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0294B0294B,Dissabte,2022,1,Gener,8,Matí,13,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430409.2,4583691.07,2022-01-08,Not Holiday,2022S000105    ,Matí,True,Res,Hivern,Hivern
2022S000179    ,9,Sant Andreu,59,el Bon Pastor,126905,Flix,0005 0005,Dissabte,2022,1,Gener,8,Matí,13,No és causa del  vianant,Ciclomotor,Dona,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Rebutja assistència sanitària,433531.91,4587402.7,2022-01-08,Not Holiday,2022S000179    ,Matí,True,Res,Hivern,Hivern
2022S000104    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0077 0077,Dissabte,2022,1,Gener,8,Tarda,14,No és causa del  vianant,Tot terreny,Dona,63,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430837.11,4582498.5,2022-01-08,Not Holiday,2022S000104    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000107    ,6,Gràcia,31,la Vila de Gràcia,267000,Riera de Cassoles,0032 0032,Dissabte,2022,1,Gener,8,Tarda,14,Desobeir el senyal del semàfor,Motocicleta,Home,62,Vianant,En pas regulat per semàfor                                                                                                                            ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,429052.48,4584095.9,2022-01-08,Not Holiday,2022S000107    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000106    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel,0121 0121,Dissabte,2022,1,Gener,8,Tarda,15,No és causa del  vianant,Motocicleta,Dona,18,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,429895.54,4580909.81,2022-01-08,Not Holiday,2022S000106    ,Sortida Feina,True,Res,Hivern,Hivern
2022S000108    ,2,Eixample,10,Sant Antoni,54509,Calàbria,0037 0037,Dissabte,2022,1,Gener,8,Tarda,18,No és causa del  vianant,Bicicleta,Dona,62,Vianant,En pas regulat per semàfor                                                                                                                            ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,429752.97,4581121.2,2022-01-08,Not Holiday,2022S000108    ,Tarda,True,Res,Hivern,Hivern
